#name,id,kpi7_avg,kpi7_max
,3706,25 ,30 
,3707,25 ,31 
,3708,24 ,28 
,3709,25 ,30 
,3710,25 ,31 
,3711,25 ,28 
,3712,25 ,28 
,3713,25 ,28 
,3714,25 ,32 
,3715,25 ,31 
,3716,26 ,32 
,3717,25 ,31 
,3718,26 ,32 
,3719,25 ,31 
,3720,26 ,31 
,3721,25 ,30 
,3722,25 ,30 
,3723,27 ,33 
,3724,28 ,37 
,3725,29 ,35 
,3726,29 ,36 
,3727,28 ,36 
,3728,28 ,34 
,3729,28 ,34 
,3730,29 ,37 
,3731,29 ,34 
,3732,29 ,42 
,3733,29 ,37 
,3734,29 ,38 
,3735,29 ,35 
,3736,28 ,34 
,3737,30 ,47 
,3738,29 ,37 
,3739,28 ,34 
,3740,29 ,39 
,3741,29 ,40 
,3742,29 ,39 
,3743,30 ,37 
,3744,29 ,39 
,3745,30 ,46 
,3746,30 ,42 
,3747,29 ,39 
,3748,30 ,39 
,3749,31 ,40 
,3750,33 ,51 
,3751,33 ,43 
,3752,32 ,44 
,3753,32 ,43 
,3754,29 ,53 
,3755,29 ,41 
,3756,28 ,35 
,3757,29 ,40 
,3758,29 ,35 
,3759,29 ,37 
,3760,28 ,35 
,3761,29 ,36 
,3762,28 ,37 
,3763,29 ,41 
,3764,28 ,41 
,3765,28 ,41 
,3766,29 ,39 
,3767,28 ,37 
,3768,29 ,41 
,3769,28 ,34 
,3770,28 ,37 
,3771,28 ,39 
,3772,29 ,37 
,3773,29 ,39 
,3774,29 ,38 
,3775,29 ,38 
,3776,28 ,37 
,3777,29 ,38 
,3778,29 ,35 
,3779,30 ,38 
,3780,29 ,36 
,3781,28 ,35 
,3782,29 ,48 
,3783,29 ,38 
,3784,30 ,44 
,3785,28 ,44 
,3786,28 ,36 
,3787,30 ,40 
,3788,30 ,42 
,3789,29 ,40 
,3790,28 ,41 
,3791,29 ,39 
,3792,29 ,41 
,3793,29 ,43 
,3794,28 ,34 
,3795,29 ,38 
,3796,29 ,40 
,3797,30 ,43 
,3798,29 ,39 
,3799,29 ,38 
,3800,30 ,38 
,3801,29 ,37 
,3802,30 ,41 
,3803,29 ,38 
,3804,29 ,39 
,3805,30 ,38 
,3806,30 ,41 
,3807,30 ,41 
,3808,30 ,38 
,3809,29 ,40 
,3810,29 ,37 
,3811,32 ,51 
,3812,30 ,38 
,3813,31 ,48 
,3814,30 ,41 
,3815,31 ,47 
,3816,32 ,44 
,3817,31 ,41 
,3818,29 ,37 
,3819,28 ,34 
,3820,28 ,37 
,3821,28 ,36 
,3822,29 ,37 
,3823,28 ,35 
,3824,29 ,37 
,3825,29 ,41 
,3826,29 ,37 
,3827,29 ,37 
,3828,29 ,38 
,3829,29 ,36 
,3830,28 ,34 
,3831,30 ,47 
,3832,28 ,34 
,3833,28 ,34 
,3834,29 ,39 
,3835,29 ,41 
,3836,29 ,39 
,3837,30 ,37 
,3838,29 ,39 
,3839,30 ,42 
,3840,30 ,42 
,3841,30 ,41 
,3842,29 ,37 
,3843,31 ,38 
,3844,31 ,43 
,3845,33 ,43 
,3846,32 ,44 
,3847,32 ,43 
,3848,28 ,33 
,3849,28 ,34 
,3850,28 ,34 
,3851,29 ,37 
,3852,28 ,33 
,3853,28 ,37 
,3854,29 ,37 
,3855,29 ,36 
,3856,28 ,36 
,3857,29 ,37 
,3858,29 ,38 
,3859,28 ,36 
,3860,29 ,38 
,3861,29 ,37 
,3862,28 ,35 
,3863,28 ,39 
,3864,28 ,37 
,3865,28 ,36 
,3866,29 ,39 
,3867,30 ,36 
,3868,29 ,43 
,3869,29 ,38 
,3870,29 ,36 
,3871,29 ,38 
,3872,29 ,35 
,3873,30 ,38 
,3874,29 ,36 
,3875,29 ,35 
,3876,29 ,48 
,3877,29 ,38 
,3878,30 ,44 
,3879,28 ,44 
,3880,28 ,36 
,3881,30 ,39 
,3882,30 ,42 
,3883,29 ,40 
,3884,28 ,41 
,3885,29 ,39 
,3886,29 ,41 
,3887,29 ,41 
,3888,28 ,34 
,3889,29 ,38 
,3890,29 ,40 
,3891,30 ,43 
,3892,29 ,39 
,3893,29 ,38 
,3894,30 ,38 
,3895,29 ,37 
,3896,30 ,41 
,3897,29 ,38 
,3898,29 ,39 
,3899,30 ,38 
,3900,30 ,41 
,3901,29 ,36 
,3902,31 ,43 
,3903,29 ,40 
,3904,30 ,39 
,3905,30 ,46 
,3906,30 ,42 
,3907,31 ,41 
,3908,30 ,41 
,3909,31 ,52 
,3910,31 ,44 
,3911,31 ,45 
,3912,28 ,34 
,3913,28 ,33 
,3914,29 ,36 
,3915,29 ,39 
,3916,29 ,37 
,3917,29 ,40 
,3918,29 ,37 
,3919,28 ,36 
,3920,29 ,37 
,3921,29 ,37 
,3922,29 ,38 
,3923,29 ,40 
,3924,28 ,34 
,3925,30 ,47 
,3926,28 ,34 
,3927,28 ,34 
,3928,29 ,39 
,3929,29 ,41 
,3930,29 ,39 
,3931,30 ,37 
,3932,29 ,39 
,3933,30 ,42 
,3934,30 ,42 
,3935,30 ,41 
,3936,30 ,50 
,3937,32 ,42 
,3938,32 ,48 
,3939,33 ,43 
,3940,32 ,44 
,3941,32 ,43 
,3942,28 ,34 
,3943,29 ,36 
,3944,29 ,37 
,3945,29 ,35 
,3946,27 ,32 
,3947,28 ,36 
,3948,29 ,37 
,3949,29 ,38 
,3950,29 ,37 
,3951,28 ,35 
,3952,29 ,39 
,3953,29 ,40 
,3954,29 ,38 
,3955,28 ,35 
,3956,29 ,44 
,3957,29 ,35 
,3958,28 ,37 
,3959,29 ,36 
,3960,29 ,39 
,3961,30 ,36 
,3962,29 ,43 
,3963,29 ,38 
,3964,29 ,36 
,3965,29 ,38 
,3966,29 ,35 
,3967,30 ,38 
,3968,29 ,36 
,3969,29 ,35 
,3970,29 ,48 
,3971,29 ,38 
,3972,30 ,44 
,3973,28 ,44 
,3974,28 ,36 
,3975,30 ,39 
,3976,30 ,42 
,3977,30 ,42 
,3978,28 ,41 
,3979,30 ,39 
,3980,29 ,40 
,3981,29 ,41 
,3982,28 ,34 
,3983,29 ,38 
,3984,29 ,40 
,3985,30 ,43 
,3986,29 ,39 
,3987,29 ,38 
,3988,30 ,38 
,3989,29 ,37 
,3990,30 ,41 
,3991,29 ,38 
,3992,29 ,39 
,3993,30 ,38 
,3994,30 ,41 
,3995,29 ,36 
,3996,31 ,43 
,3997,29 ,40 
,3998,30 ,39 
,3999,31 ,52 
,4000,30 ,42 
,4001,31 ,41 
,4002,30 ,41 
,4003,31 ,52 
,4004,31 ,44 
,4005,31 ,45 
,4006,28 ,34 
,4007,27 ,32 
,4008,29 ,35 
,4009,28 ,40 
,4010,28 ,40 
,4011,28 ,38 
,4012,29 ,37 
,4013,29 ,38 
,4014,29 ,39 
,4015,29 ,37 
,4016,29 ,38 
,4017,29 ,40 
,4018,28 ,34 
,4019,30 ,47 
,4020,28 ,34 
,4021,28 ,34 
,4022,29 ,39 
,4023,29 ,41 
,4024,29 ,39 
,4025,30 ,37 
,4026,29 ,39 
,4027,30 ,42 
,4028,30 ,42 
,4029,30 ,41 
,4030,31 ,40 
,4031,32 ,42 
,4032,32 ,48 
,4033,32 ,44 
,4034,32 ,45 
,4035,31 ,46 
,4036,28 ,34 
,4037,29 ,36 
,4038,29 ,37 
,4039,29 ,36 
,4040,27 ,32 
,4041,29 ,41 
,4042,28 ,35 
,4043,29 ,35 
,4044,28 ,40 
,4045,28 ,40 
,4046,28 ,38 
,4047,29 ,37 
,4048,29 ,39 
,4049,29 ,39 
,4050,29 ,40 
,4051,29 ,42 
,4052,28 ,35 
,4053,28 ,44 
,4054,29 ,35 
,4055,29 ,37 
,4056,29 ,38 
,4057,29 ,39 
,4058,29 ,36 
,4059,29 ,39 
,4060,29 ,35 
,4061,29 ,42 
,4062,29 ,36 
,4063,29 ,38 
,4064,29 ,36 
,4065,29 ,38 
,4066,29 ,37 
,4067,29 ,38 
,4068,29 ,40 
,4069,29 ,35 
,4070,30 ,38 
,4071,29 ,36 
,4072,29 ,35 
,4073,29 ,48 
,4074,29 ,38 
,4075,30 ,44 
,4076,28 ,44 
,4077,28 ,34 
,4078,30 ,47 
,4079,28 ,34 
,4080,28 ,36 
,4081,30 ,39 
,4082,30 ,42 
,4083,30 ,42 
,4084,28 ,41 
,4085,30 ,39 
,4086,29 ,40 
,4087,29 ,41 
,4088,28 ,34 
,4089,29 ,39 
,4090,29 ,41 
,4091,28 ,34 
,4092,29 ,38 
,4093,29 ,40 
,4094,30 ,43 
,4095,29 ,39 
,4096,29 ,38 
,4097,30 ,38 
,4098,29 ,37 
,4099,29 ,39 
,4100,30 ,37 
,4101,29 ,39 
,4102,30 ,41 
,4103,29 ,38 
,4104,29 ,39 
,4105,30 ,38 
,4106,30 ,41 
,4107,29 ,36 
,4108,31 ,43 
,4109,29 ,40 
,4110,30 ,42 
,4111,30 ,42 
,4112,30 ,41 
,4113,30 ,39 
,4114,31 ,52 
,4115,30 ,42 
,4116,31 ,41 
,4117,30 ,41 
,4118,31 ,52 
,4119,31 ,44 
,4120,31 ,45 
,4121,31 ,40 
,4122,32 ,42 
,4123,32 ,48 
,4124,32 ,44 
,4125,32 ,45 
,4126,31 ,46 
,4127,28 ,34 
,4128,27 ,32 
,4129,29 ,35 
,4130,28 ,40 
,4131,28 ,40 
,4132,28 ,38 
,4133,29 ,37 
,4134,29 ,38 
,4135,29 ,39 
,4136,29 ,37 
,4137,29 ,38 
,4138,29 ,40 
,4139,28 ,34 
,4140,30 ,47 
,4141,28 ,34 
,4142,28 ,34 
,4143,29 ,39 
,4144,29 ,41 
,4145,29 ,39 
,4146,30 ,37 
,4147,29 ,39 
,4148,30 ,42 
,4149,30 ,42 
,4150,30 ,41 
,4151,31 ,40 
,4152,32 ,42 
,4153,32 ,48 
,4154,32 ,44 
,4155,32 ,45 
,4156,31 ,46 
,4157,28 ,34 
,4158,27 ,32 
,4159,29 ,35 
,4160,28 ,40 
,4161,28 ,40 
,4162,28 ,38 
,4163,29 ,37 
,4164,29 ,38 
,4165,29 ,39 
,4166,29 ,37 
,4167,29 ,38 
,4168,29 ,40 
,4169,28 ,34 
,4170,30 ,47 
,4171,28 ,34 
,4172,28 ,34 
,4173,29 ,39 
,4174,29 ,41 
,4175,29 ,39 
,4176,30 ,37 
,4177,29 ,39 
,4178,30 ,42 
,4179,30 ,42 
,4180,30 ,41 
,4181,31 ,40 
,4182,32 ,42 
,4183,32 ,48 
,4184,32 ,44 
,4185,32 ,45 
,4186,31 ,46 
,4187,26 ,31 
,4188,26 ,29 
,4189,26 ,29 
,4190,26 ,31 
,4191,26 ,31 
,4192,26 ,28 
,4193,26 ,30 
,4194,26 ,33 
,4195,25 ,30 
,4196,26 ,33 
,4197,26 ,32 
,4198,25 ,32 
,4199,26 ,32 
,4200,26 ,32 
,4201,26 ,30 
,4202,26 ,29 
,4203,25 ,30 
,4204,25 ,29 
,4205,26 ,30 
,4206,25 ,30 
,4207,25 ,29 
,4208,25 ,29 
,4209,26 ,31 
,4210,25 ,31 
,4211,25 ,30 
,4212,25 ,29 
,4213,25 ,27 
,4214,25 ,31 
,4215,26 ,30 
,4216,25 ,29 
,4217,26 ,29 
,4218,26 ,30 
,4219,25 ,31 
,4220,25 ,29 
,4221,25 ,31 
,4222,25 ,27 
,4223,25 ,29 
,4224,26 ,28 
,4225,26 ,30 
,4226,25 ,29 
,4227,25 ,29 
,4228,26 ,29 
,4229,25 ,30 
,4230,26 ,32 
,4231,25 ,29 
,4232,26 ,31 
,4233,26 ,31 
,4234,25 ,28 
,4235,26 ,30 
,4236,26 ,29 
,4237,25 ,30 
,4238,25 ,28 
,4239,25 ,30 
,4240,25 ,30 
,4241,26 ,30 
,4242,25 ,28 
,4243,26 ,32 
,4244,26 ,32 
,4245,26 ,32 
,4246,26 ,31 
,4247,25 ,29 
,4248,26 ,33 
,4249,26 ,30 
,4250,26 ,33 
,4251,26 ,31 
,4252,25 ,35 
,4253,26 ,32 
,4254,25 ,29 
,4255,26 ,31 
,4256,27 ,32 
,4257,26 ,30 
,4258,26 ,31 
,4259,25 ,29 
,4260,26 ,30 
,4261,26 ,32 
,4262,26 ,30 
,4263,25 ,28 
,4264,25 ,29 
,4265,26 ,31 
,4266,26 ,31 
,4267,26 ,31 
,4268,25 ,28 
,4269,26 ,30 
,4270,25 ,33 
,4271,26 ,33 
,4272,25 ,31 
,4273,26 ,29 
,4274,25 ,28 
,4275,26 ,29 
,4276,25 ,31 
,4277,26 ,32 
,4278,26 ,31 
,4279,25 ,32 
,4280,25 ,29 
,4281,25 ,28 
,4282,25 ,31 
,4283,25 ,32 
,4284,25 ,32 
,4285,25 ,30 
,4286,25 ,29 
,4287,26 ,33 
,4288,25 ,28 
,4289,25 ,30 
,4290,25 ,29 
,4291,25 ,30 
,4292,26 ,30 
,4293,25 ,32 
,4294,25 ,29 
,4295,25 ,30 
,4296,26 ,32 
,4297,25 ,28 
,4298,25 ,29 
,4299,25 ,30 
,4300,25 ,28 
,4301,25 ,29 
,4302,25 ,29 
,4303,25 ,29 
,4304,25 ,30 
,4305,25 ,30 
,4306,24 ,29 
,4307,25 ,28 
,4308,25 ,32 
,4309,25 ,29 
,4310,25 ,31 
,4311,25 ,30 
,4312,25 ,33 
,4313,25 ,34 
,4314,25 ,33 
,4315,25 ,29 
,4316,25 ,28 
,4317,25 ,35 
,4318,25 ,29 
,4319,26 ,31 
,4320,25 ,29 
,4321,26 ,31 
,4322,26 ,32 
,4323,25 ,30 
,4324,26 ,32 
,4325,25 ,28 
,4326,26 ,34 
,4327,26 ,31 
,4328,25 ,30 
,4329,26 ,33 
,4330,26 ,33 
,4331,26 ,29 
,4332,26 ,31 
,4333,26 ,31 
,4334,26 ,31 
,4335,26 ,30 
,4336,25 ,32 
,4337,26 ,29 
,4338,26 ,33 
,4339,26 ,32 
,4340,26 ,31 
,4341,26 ,32 
,4342,25 ,29 
,4343,25 ,29 
,4344,26 ,31 
,4345,26 ,31 
,4346,25 ,32 
,4347,25 ,29 
,4348,25 ,30 
,4349,25 ,31 
,4350,25 ,29 
,4351,25 ,31 
,4352,26 ,31 
,4353,25 ,30 
,4354,25 ,31 
,4355,25 ,29 
,4356,25 ,29 
,4357,25 ,28 
,4358,25 ,28 
,4359,25 ,29 
,4360,25 ,29 
,4361,24 ,29 
,4362,25 ,31 
,4363,25 ,30 
,4364,25 ,32 
,4365,25 ,31 
,4366,26 ,35 
,4367,26 ,32 
,4368,26 ,30 
,4369,27 ,32 
,4370,26 ,30 
,4371,26 ,31 
,4372,26 ,28 
,4373,26 ,32 
,4374,27 ,32 
,4375,26 ,29 
,4376,26 ,29 
,4377,26 ,30 
,4378,26 ,33 
,4379,26 ,29 
,4380,25 ,29 
,4381,25 ,28 
,4382,26 ,31 
,4383,26 ,29 
,4384,25 ,29 
,4385,26 ,30 
,4386,25 ,32 
,4387,26 ,32 
,4388,25 ,33 
,4389,25 ,29 
,4390,25 ,31 
,4391,26 ,30 
,4392,26 ,30 
,4393,25 ,30 
,4394,25 ,31 
,4395,25 ,32 
,4396,25 ,32 
,4397,25 ,29 
,4398,25 ,29 
,4399,25 ,28 
,4400,25 ,29 
,4401,25 ,35 
,4402,25 ,29 
,4403,25 ,28 
,4404,25 ,31 
,4405,25 ,28 
,4406,25 ,30 
,4407,25 ,28 
,4408,26 ,31 
,4409,25 ,29 
,4410,25 ,29 
,4411,25 ,32 
,4412,25 ,30 
,4413,24 ,29 
,4414,25 ,31 
,4415,25 ,28 
,4416,25 ,31 
,4417,25 ,33 
,4418,25 ,29 
,4419,25 ,28 
,4420,25 ,29 
,4421,25 ,31 
,4422,25 ,32 
,4423,25 ,30 
,4424,25 ,29 
,4425,25 ,31 
,4426,25 ,32 
,4427,24 ,28 
,4428,26 ,34 
,4429,26 ,30 
,4430,26 ,33 
,4431,26 ,32 
,4432,25 ,32 
,4433,25 ,29 
,4434,25 ,29 
,4435,25 ,30 
,4436,26 ,31 
,4437,26 ,32 
,4438,26 ,33 
,4439,25 ,29 
,4440,26 ,30 
,4441,26 ,30 
,4442,25 ,29 
,4443,26 ,30 
,4444,25 ,30 
,4445,25 ,27 
,4446,25 ,30 
,4447,25 ,29 
,4448,25 ,31 
,4449,25 ,31 
,4450,25 ,33 
,4451,25 ,31 
,4452,25 ,32 
,4453,25 ,28 
,4454,25 ,28 
,4455,25 ,29 
,4456,25 ,29 
,4457,24 ,27 
,4458,25 ,31 
,4459,25 ,28 
,4460,26 ,31 
,4461,25 ,32 
,4462,25 ,29 
,4463,25 ,30 
,4464,26 ,32 
,4465,26 ,31 
,4466,26 ,31 
,4467,26 ,29 
,4468,27 ,31 
,4469,26 ,29 
,4470,27 ,32 
,4471,26 ,32 
,4472,27 ,33 
,4473,26 ,31 
,4474,26 ,29 
,4475,25 ,28 
,4476,25 ,28 
,4477,25 ,32 
,4478,26 ,29 
,4479,25 ,30 
,4480,26 ,32 
,4481,26 ,31 
,4482,25 ,30 
,4483,25 ,31 
,4484,25 ,28 
,4485,25 ,30 
,4486,25 ,31 
,4487,25 ,30 
,4488,25 ,32 
,4489,26 ,33 
,4490,25 ,30 
,4491,25 ,28 
,4492,25 ,29 
,4493,25 ,30 
,4494,25 ,31 
,4495,25 ,30 
,4496,25 ,31 
,4497,25 ,30 
,4498,25 ,29 
,4499,25 ,32 
,4500,25 ,30 
,4501,25 ,30 
,4502,25 ,31 
,4503,25 ,30 
,4504,25 ,29 
,4505,25 ,30 
,4506,25 ,29 
,4507,25 ,32 
,4508,25 ,32 
,4509,25 ,30 
,4510,25 ,29 
,4511,25 ,30 
,4512,25 ,30 
,4513,25 ,31 
,4514,24 ,28 
,4515,25 ,30 
,4516,25 ,31 
,4517,25 ,28 
,4518,25 ,28 
,4519,25 ,28 
,4520,25 ,32 
,4521,25 ,31 
,4522,26 ,32 
,4523,25 ,31 
,4524,26 ,32 
,4525,25 ,31 
,4526,26 ,31 
,4527,25 ,30 
,4528,25 ,30 
,4529,27 ,33 
,4530,28 ,37 
,4531,29 ,35 
,4532,30 ,37 
,4533,28 ,36 
,4534,28 ,34 
,4535,29 ,36 
,4536,29 ,37 
,4537,29 ,38 
,4538,29 ,42 
,4539,29 ,37 
,4540,29 ,38 
,4541,29 ,35 
,4542,28 ,34 
,4543,30 ,47 
,4544,29 ,37 
,4545,29 ,38 
,4546,28 ,34 
,4547,29 ,39 
,4548,29 ,40 
,4549,29 ,42 
,4550,29 ,39 
,4551,30 ,37 
,4552,29 ,39 
,4553,30 ,40 
,4554,30 ,46 
,4555,30 ,42 
,4556,29 ,39 
,4557,30 ,39 
,4558,31 ,40 
,4559,33 ,51 
,4560,33 ,43 
,4561,32 ,44 
,4562,33 ,46 
,4563,29 ,53 
,4564,29 ,41 
,4565,28 ,35 
,4566,29 ,40 
,4567,29 ,35 
,4568,30 ,45 
,4569,29 ,36 
,4570,30 ,37 
,4571,28 ,38 
,4572,29 ,43 
,4573,28 ,41 
,4574,28 ,41 
,4575,29 ,39 
,4576,27 ,38 
,4577,28 ,38 
,4578,28 ,35 
,4579,28 ,37 
,4580,28 ,39 
,4581,29 ,44 
,4582,30 ,44 
,4583,29 ,47 
,4584,29 ,40 
,4585,29 ,37 
,4586,29 ,38 
,4587,29 ,35 
,4588,30 ,38 
,4589,29 ,36 
,4590,28 ,35 
,4591,29 ,48 
,4592,30 ,41 
,4593,29 ,41 
,4594,28 ,44 
,4595,28 ,36 
,4596,30 ,40 
,4597,30 ,42 
,4598,29 ,40 
,4599,28 ,41 
,4600,29 ,39 
,4601,29 ,41 
,4602,29 ,43 
,4603,28 ,34 
,4604,29 ,38 
,4605,29 ,40 
,4606,30 ,43 
,4607,29 ,39 
,4608,29 ,38 
,4609,30 ,38 
,4610,29 ,37 
,4611,30 ,41 
,4612,29 ,38 
,4613,29 ,39 
,4614,30 ,38 
,4615,30 ,41 
,4616,30 ,41 
,4617,30 ,38 
,4618,29 ,40 
,4619,29 ,37 
,4620,32 ,51 
,4621,30 ,38 
,4622,31 ,48 
,4623,30 ,41 
,4624,31 ,47 
,4625,32 ,44 
,4626,31 ,41 
,4627,29 ,37 
,4628,28 ,34 
,4629,29 ,38 
,4630,28 ,34 
,4631,29 ,37 
,4632,29 ,36 
,4633,29 ,37 
,4634,30 ,46 
,4635,29 ,37 
,4636,29 ,37 
,4637,29 ,38 
,4638,29 ,36 
,4639,28 ,34 
,4640,30 ,47 
,4641,28 ,34 
,4642,28 ,34 
,4643,29 ,39 
,4644,29 ,41 
,4645,29 ,39 
,4646,30 ,37 
,4647,29 ,39 
,4648,30 ,42 
,4649,30 ,42 
,4650,30 ,41 
,4651,29 ,37 
,4652,31 ,38 
,4653,31 ,43 
,4654,33 ,43 
,4655,32 ,44 
,4656,33 ,46 
,4657,28 ,33 
,4658,28 ,34 
,4659,28 ,34 
,4660,29 ,37 
,4661,28 ,33 
,4662,29 ,36 
,4663,29 ,37 
,4664,30 ,36 
,4665,29 ,38 
,4666,28 ,39 
,4667,29 ,38 
,4668,28 ,36 
,4669,29 ,38 
,4670,28 ,37 
,4671,29 ,37 
,4672,28 ,38 
,4673,28 ,37 
,4674,28 ,36 
,4675,30 ,38 
,4676,29 ,39 
,4677,29 ,47 
,4678,29 ,40 
,4679,29 ,42 
,4680,29 ,38 
,4681,29 ,35 
,4682,30 ,38 
,4683,29 ,36 
,4684,29 ,35 
,4685,29 ,48 
,4686,30 ,38 
,4687,30 ,36 
,4688,28 ,44 
,4689,28 ,36 
,4690,30 ,39 
,4691,30 ,42 
,4692,29 ,40 
,4693,28 ,41 
,4694,29 ,39 
,4695,29 ,41 
,4696,29 ,41 
,4697,28 ,34 
,4698,29 ,38 
,4699,29 ,40 
,4700,30 ,43 
,4701,29 ,39 
,4702,29 ,38 
,4703,30 ,38 
,4704,29 ,37 
,4705,30 ,41 
,4706,29 ,38 
,4707,29 ,39 
,4708,30 ,38 
,4709,30 ,41 
,4710,29 ,36 
,4711,31 ,43 
,4712,29 ,40 
,4713,30 ,39 
,4714,30 ,46 
,4715,30 ,42 
,4716,31 ,41 
,4717,30 ,41 
,4718,31 ,52 
,4719,31 ,44 
,4720,31 ,45 
,4721,28 ,34 
,4722,28 ,33 
,4723,29 ,36 
,4724,28 ,35 
,4725,29 ,37 
,4726,29 ,38 
,4727,29 ,37 
,4728,30 ,46 
,4729,29 ,37 
,4730,29 ,37 
,4731,29 ,38 
,4732,29 ,40 
,4733,28 ,34 
,4734,30 ,47 
,4735,28 ,34 
,4736,28 ,34 
,4737,29 ,39 
,4738,29 ,41 
,4739,29 ,39 
,4740,30 ,37 
,4741,29 ,39 
,4742,30 ,42 
,4743,30 ,42 
,4744,30 ,41 
,4745,30 ,50 
,4746,32 ,42 
,4747,32 ,48 
,4748,33 ,43 
,4749,32 ,44 
,4750,33 ,46 
,4751,29 ,42 
,4752,28 ,34 
,4753,29 ,36 
,4754,29 ,37 
,4755,29 ,35 
,4756,27 ,32 
,4757,28 ,36 
,4758,29 ,37 
,4759,28 ,36 
,4760,29 ,37 
,4761,28 ,35 
,4762,29 ,39 
,4763,29 ,40 
,4764,29 ,38 
,4765,28 ,35 
,4766,29 ,44 
,4767,29 ,35 
,4768,28 ,37 
,4769,29 ,36 
,4770,29 ,37 
,4771,29 ,39 
,4772,29 ,47 
,4773,29 ,40 
,4774,29 ,36 
,4775,29 ,38 
,4776,29 ,35 
,4777,30 ,38 
,4778,29 ,36 
,4779,29 ,35 
,4780,29 ,48 
,4781,30 ,38 
,4782,30 ,36 
,4783,28 ,44 
,4784,28 ,36 
,4785,30 ,39 
,4786,30 ,42 
,4787,30 ,42 
,4788,28 ,41 
,4789,30 ,39 
,4790,29 ,40 
,4791,29 ,41 
,4792,28 ,34 
,4793,29 ,38 
,4794,29 ,40 
,4795,30 ,43 
,4796,29 ,39 
,4797,29 ,38 
,4798,30 ,38 
,4799,29 ,37 
,4800,30 ,41 
,4801,29 ,38 
,4802,29 ,39 
,4803,30 ,38 
,4804,30 ,41 
,4805,29 ,36 
,4806,31 ,43 
,4807,29 ,40 
,4808,30 ,39 
,4809,31 ,52 
,4810,30 ,42 
,4811,31 ,41 
,4812,30 ,41 
,4813,31 ,52 
,4814,31 ,44 
,4815,31 ,45 
,4816,28 ,34 
,4817,27 ,32 
,4818,29 ,35 
,4819,28 ,40 
,4820,29 ,40 
,4821,28 ,38 
,4822,29 ,37 
,4823,29 ,37 
,4824,29 ,39 
,4825,29 ,37 
,4826,29 ,38 
,4827,29 ,40 
,4828,28 ,34 
,4829,30 ,47 
,4830,28 ,34 
,4831,28 ,34 
,4832,29 ,39 
,4833,29 ,41 
,4834,29 ,39 
,4835,30 ,37 
,4836,29 ,39 
,4837,30 ,42 
,4838,30 ,42 
,4839,30 ,41 
,4840,31 ,40 
,4841,32 ,42 
,4842,32 ,48 
,4843,32 ,44 
,4844,32 ,45 
,4845,31 ,46 
,4846,28 ,34 
,4847,29 ,36 
,4848,29 ,37 
,4849,29 ,36 
,4850,27 ,32 
,4851,29 ,41 
,4852,28 ,35 
,4853,29 ,35 
,4854,28 ,40 
,4855,29 ,40 
,4856,28 ,38 
,4857,29 ,37 
,4858,29 ,39 
,4859,29 ,39 
,4860,29 ,40 
,4861,29 ,42 
,4862,28 ,35 
,4863,28 ,44 
,4864,29 ,35 
,4865,29 ,37 
,4866,29 ,37 
,4867,29 ,39 
,4868,29 ,36 
,4869,29 ,39 
,4870,29 ,39 
,4871,30 ,39 
,4872,29 ,35 
,4873,29 ,36 
,4874,29 ,36 
,4875,29 ,38 
,4876,29 ,37 
,4877,29 ,38 
,4878,29 ,40 
,4879,29 ,35 
,4880,30 ,38 
,4881,29 ,36 
,4882,29 ,35 
,4883,29 ,48 
,4884,30 ,38 
,4885,30 ,36 
,4886,28 ,44 
,4887,28 ,34 
,4888,30 ,47 
,4889,28 ,34 
,4890,28 ,36 
,4891,30 ,39 
,4892,30 ,42 
,4893,30 ,42 
,4894,28 ,41 
,4895,30 ,39 
,4896,29 ,40 
,4897,29 ,41 
,4898,28 ,34 
,4899,29 ,39 
,4900,29 ,41 
,4901,28 ,34 
,4902,29 ,38 
,4903,29 ,40 
,4904,30 ,43 
,4905,29 ,39 
,4906,29 ,38 
,4907,30 ,38 
,4908,29 ,37 
,4909,29 ,39 
,4910,30 ,37 
,4911,29 ,39 
,4912,30 ,41 
,4913,29 ,38 
,4914,29 ,39 
,4915,30 ,38 
,4916,30 ,41 
,4917,29 ,36 
,4918,31 ,43 
,4919,29 ,40 
,4920,30 ,42 
,4921,30 ,42 
,4922,30 ,41 
,4923,30 ,39 
,4924,31 ,52 
,4925,30 ,42 
,4926,31 ,41 
,4927,30 ,41 
,4928,31 ,52 
,4929,31 ,44 
,4930,31 ,45 
,4931,31 ,40 
,4932,32 ,42 
,4933,32 ,48 
,4934,32 ,44 
,4935,32 ,45 
,4936,31 ,46 
,4937,28 ,34 
,4938,27 ,32 
,4939,29 ,35 
,4940,28 ,40 
,4941,29 ,40 
,4942,28 ,38 
,4943,29 ,37 
,4944,29 ,37 
,4945,29 ,39 
,4946,29 ,37 
,4947,29 ,38 
,4948,29 ,40 
,4949,28 ,34 
,4950,30 ,47 
,4951,28 ,34 
,4952,29 ,42 
,4953,28 ,34 
,4954,29 ,39 
,4955,29 ,41 
,4956,29 ,39 
,4957,30 ,37 
,4958,29 ,39 
,4959,30 ,42 
,4960,30 ,42 
,4961,30 ,41 
,4962,31 ,40 
,4963,32 ,42 
,4964,32 ,48 
,4965,32 ,44 
,4966,32 ,45 
,4967,31 ,46 
,4968,28 ,34 
,4969,27 ,32 
,4970,29 ,35 
,4971,28 ,40 
,4972,29 ,40 
,4973,28 ,38 
,4974,29 ,37 
,4975,29 ,37 
