#name,id,kpi7_avg,kpi7_max
,6891,26 ,32 
,6892,25 ,29 
,6893,25 ,29 
,6894,26 ,31 
,6895,26 ,31 
,6896,25 ,32 
,6897,25 ,29 
,6898,25 ,30 
,6899,25 ,31 
,6900,25 ,29 
,6901,25 ,31 
,6902,26 ,31 
,6903,25 ,30 
,6904,25 ,31 
,6905,25 ,29 
,6906,25 ,29 
,6907,25 ,28 
,6908,25 ,28 
,6909,25 ,29 
,6910,25 ,29 
,6911,24 ,29 
,6912,25 ,31 
,6913,25 ,30 
,6914,25 ,32 
,6915,25 ,31 
,6916,26 ,35 
,6917,26 ,32 
,6918,26 ,30 
,6919,27 ,32 
,6920,26 ,30 
,6921,26 ,31 
,6922,26 ,31 
,6923,26 ,32 
,6924,32 ,44 
,6925,32 ,45 
,6926,31 ,46 
,6927,31 ,51 
,6928,32 ,49 
,6929,33 ,44 
,6930,33 ,40 
,6931,33 ,52 
,6932,35 ,52 
,6933,33 ,40 
,6934,33 ,52 
,6935,35 ,52 
,6936,33 ,40 
,6937,33 ,52 
,6938,35 ,52 
,6939,33 ,40 
,6940,33 ,52 
,6941,35 ,52 
,6942,32 ,44 
,6943,32 ,45 
,6944,31 ,46 
,6945,31 ,51 
,6946,32 ,49 
,6947,33 ,44 
,6948,33 ,40 
,6949,33 ,52 
,6950,35 ,52 
,6951,33 ,40 
,6952,33 ,52 
,6953,35 ,52 
,6954,33 ,40 
,6955,33 ,52 
,6956,35 ,52 
,6957,33 ,40 
,6958,33 ,52 
,6959,35 ,52 
,6960,32 ,44 
,6961,32 ,45 
,6962,31 ,46 
,6963,31 ,51 
,6964,32 ,49 
,6965,33 ,44 
,6966,33 ,40 
,6967,33 ,52 
,6968,35 ,52 
,6969,33 ,40 
,6970,33 ,52 
,6971,35 ,52 
,6972,33 ,40 
,6973,33 ,52 
,6974,35 ,52 
,6975,33 ,40 
,6976,33 ,52 
,6977,35 ,52 
,6978,32 ,44 
,6979,32 ,45 
,6980,31 ,46 
,6981,31 ,51 
,6982,32 ,49 
,6983,33 ,44 
,6984,33 ,40 
,6985,33 ,52 
,6986,35 ,52 
,6987,33 ,40 
,6988,33 ,52 
,6989,35 ,52 
,6990,33 ,40 
,6991,33 ,52 
,6992,35 ,52 
,6993,33 ,40 
,6994,33 ,52 
,6995,35 ,52 
,6996,32 ,44 
,6997,32 ,45 
,6998,31 ,46 
,6999,31 ,51 
,7000,32 ,49 
,7001,33 ,44 
,7002,33 ,40 
,7003,33 ,52 
,7004,35 ,52 
,7005,33 ,40 
,7006,33 ,52 
,7007,35 ,52 
,7008,33 ,40 
,7009,33 ,52 
,7010,35 ,52 
,7011,33 ,40 
,7012,33 ,52 
,7013,35 ,52 
,7014,32 ,44 
,7015,32 ,45 
,7016,31 ,46 
,7017,31 ,51 
,7018,32 ,49 
,7019,33 ,44 
,7020,33 ,40 
,7021,33 ,52 
,7022,35 ,52 
,7023,33 ,40 
,7024,33 ,52 
,7025,35 ,52 
,7026,33 ,40 
,7027,33 ,52 
,7028,35 ,52 
,7029,33 ,40 
,7030,33 ,52 
,7031,35 ,52 
,7032,28 ,37 
,7033,29 ,36 
,7034,29 ,34 
,7035,29 ,35 
,7036,30 ,37 
,7037,27 ,34 
,7038,29 ,36 
,7039,29 ,39 
,7040,30 ,37 
,7041,30 ,39 
,7042,29 ,44 
,7043,29 ,36 
,7044,29 ,38 
,7045,30 ,37 
,7046,30 ,37 
,7047,29 ,42 
,7048,29 ,35 
,7049,30 ,40 
,7050,31 ,39 
,7051,31 ,45 
,7052,30 ,41 
,7053,31 ,38 
,7054,31 ,39 
,7055,31 ,44 
,7056,32 ,40 
,7057,28 ,34 
,7058,28 ,39 
,7059,29 ,35 
,7060,30 ,39 
,7061,31 ,38 
,7062,27 ,30 
,7063,29 ,37 
,7064,29 ,36 
,7065,30 ,42 
,7066,30 ,39 
,7067,29 ,44 
,7068,29 ,36 
,7069,29 ,38 
,7070,30 ,37 
,7071,30 ,42 
,7072,29 ,42 
,7073,29 ,35 
,7074,30 ,40 
,7075,31 ,48 
,7076,31 ,42 
,7077,30 ,39 
,7078,32 ,46 
,7079,32 ,46 
,7080,31 ,48 
,7081,32 ,40 
,7082,28 ,34 
,7083,30 ,36 
,7084,29 ,35 
,7085,30 ,38 
,7086,31 ,38 
,7087,29 ,36 
,7088,29 ,37 
,7089,29 ,36 
,7090,29 ,35 
,7091,30 ,39 
,7092,29 ,44 
,7093,29 ,36 
,7094,30 ,38 
,7095,30 ,37 
,7096,30 ,42 
,7097,29 ,42 
,7098,29 ,35 
,7099,30 ,40 
,7100,31 ,48 
,7101,31 ,42 
,7102,30 ,39 
,7103,32 ,46 
,7104,32 ,46 
,7105,31 ,48 
,7106,32 ,40 
,7107,28 ,34 
,7108,30 ,36 
,7109,29 ,35 
,7110,30 ,38 
,7111,31 ,38 
,7112,29 ,36 
,7113,29 ,37 
,7114,29 ,36 
,7115,29 ,35 
,7116,30 ,39 
,7117,29 ,44 
,7118,29 ,36 
,7119,30 ,38 
,7120,30 ,37 
,7121,30 ,42 
,7122,29 ,42 
,7123,29 ,35 
,7124,30 ,40 
,7125,31 ,48 
,7126,31 ,42 
,7127,30 ,39 
,7128,32 ,46 
,7129,32 ,46 
,7130,31 ,48 
,7131,32 ,40 
,7132,28 ,34 
,7133,30 ,36 
,7134,29 ,35 
,7135,30 ,38 
,7136,31 ,38 
,7137,29 ,36 
,7138,29 ,37 
,7139,29 ,36 
,7140,29 ,35 
,7141,30 ,39 
,7142,29 ,44 
,7143,29 ,36 
,7144,30 ,38 
,7145,30 ,37 
,7146,30 ,42 
,7147,29 ,42 
,7148,29 ,35 
,7149,30 ,40 
,7150,31 ,48 
,7151,31 ,42 
,7152,30 ,39 
,7153,32 ,46 
,7154,32 ,46 
,7155,31 ,48 
,7156,32 ,40 
,7157,32 ,44 
,7158,32 ,45 
,7159,31 ,46 
,7160,31 ,51 
,7161,32 ,49 
,7162,33 ,44 
,7163,33 ,40 
,7164,33 ,52 
,7165,35 ,52 
,7166,33 ,40 
,7167,33 ,52 
,7168,35 ,52 
,7169,33 ,40 
,7170,33 ,52 
,7171,35 ,52 
,7172,33 ,40 
,7173,33 ,52 
,7174,35 ,52 
,7175,32 ,44 
,7176,32 ,45 
,7177,31 ,46 
,7178,31 ,51 
,7179,32 ,49 
,7180,33 ,44 
,7181,33 ,40 
,7182,33 ,52 
,7183,35 ,52 
,7184,33 ,40 
,7185,33 ,52 
,7186,35 ,52 
,7187,33 ,40 
,7188,33 ,52 
,7189,35 ,52 
,7190,33 ,40 
,7191,33 ,52 
,7192,35 ,52 
,7193,32 ,44 
,7194,32 ,45 
,7195,31 ,46 
,7196,31 ,51 
,7197,32 ,49 
,7198,33 ,44 
,7199,33 ,40 
,7200,33 ,52 
,7201,35 ,52 
,7202,33 ,40 
,7203,33 ,52 
,7204,35 ,52 
,7205,33 ,40 
,7206,33 ,52 
,7207,35 ,52 
,7208,33 ,40 
,7209,33 ,52 
,7210,35 ,52 
,7211,32 ,44 
,7212,32 ,45 
,7213,31 ,46 
,7214,31 ,51 
,7215,32 ,49 
,7216,33 ,44 
,7217,33 ,40 
,7218,33 ,52 
,7219,35 ,52 
,7220,33 ,40 
,7221,33 ,52 
,7222,35 ,52 
,7223,33 ,40 
,7224,33 ,52 
,7225,35 ,52 
,7226,33 ,40 
,7227,33 ,52 
,7228,35 ,52 
,7229,32 ,44 
,7230,32 ,45 
,7231,31 ,46 
,7232,31 ,51 
,7233,32 ,49 
,7234,33 ,44 
,7235,33 ,40 
,7236,33 ,52 
,7237,35 ,52 
,7238,33 ,40 
,7239,33 ,52 
,7240,35 ,52 
,7241,33 ,40 
,7242,33 ,52 
,7243,35 ,52 
,7244,33 ,40 
,7245,33 ,52 
,7246,35 ,52 
,7247,32 ,44 
,7248,32 ,45 
,7249,31 ,46 
,7250,31 ,51 
,7251,32 ,49 
,7252,33 ,44 
,7253,33 ,40 
,7254,33 ,52 
,7255,35 ,52 
,7256,33 ,40 
,7257,33 ,52 
,7258,35 ,52 
,7259,33 ,40 
,7260,33 ,52 
,7261,35 ,52 
,7262,33 ,40 
,7263,33 ,52 
,7264,35 ,52 
,7265,28 ,37 
,7266,29 ,36 
,7267,29 ,34 
,7268,29 ,35 
,7269,30 ,37 
,7270,27 ,34 
,7271,29 ,36 
,7272,29 ,39 
,7273,30 ,37 
,7274,30 ,39 
,7275,29 ,44 
,7276,29 ,36 
,7277,29 ,38 
,7278,30 ,37 
,7279,30 ,37 
,7280,29 ,38 
,7281,29 ,41 
,7282,30 ,39 
,7283,29 ,42 
,7284,30 ,50 
,7285,28 ,34 
,7286,29 ,39 
,7287,29 ,37 
,7288,28 ,35 
,7289,30 ,40 
,7290,29 ,42 
,7291,29 ,35 
,7292,30 ,40 
,7293,31 ,39 
,7294,31 ,45 
,7295,29 ,39 
,7296,30 ,37 
,7297,29 ,39 
,7298,29 ,37 
,7299,30 ,48 
,7300,30 ,40 
,7301,30 ,37 
,7302,30 ,37 
,7303,29 ,34 
,7304,29 ,36 
,7305,30 ,41 
,7306,30 ,38 
,7307,32 ,47 
,7308,31 ,38 
,7309,30 ,39 
,7310,31 ,40 
,7311,31 ,39 
,7312,31 ,44 
,7313,32 ,40 
,7314,29 ,42 
,7315,29 ,41 
,7316,30 ,39 
,7317,29 ,40 
,7318,30 ,50 
,7319,28 ,34 
,7320,29 ,39 
,7321,29 ,37 
,7322,28 ,35 
,7323,30 ,40 
,7324,29 ,39 
,7325,30 ,37 
,7326,29 ,39 
,7327,30 ,45 
,7328,30 ,48 
,7329,30 ,40 
,7330,30 ,37 
,7331,30 ,40 
,7332,30 ,38 
,7333,29 ,37 
,7334,30 ,39 
,7335,30 ,41 
,7336,31 ,45 
,7337,32 ,47 
,7338,31 ,39 
,7339,28 ,34 
,7340,28 ,39 
,7341,29 ,35 
,7342,30 ,39 
,7343,31 ,38 
,7344,27 ,30 
,7345,29 ,37 
,7346,29 ,36 
,7347,30 ,42 
,7348,30 ,39 
,7349,29 ,44 
,7350,29 ,36 
,7351,29 ,38 
,7352,30 ,37 
,7353,30 ,42 
,7354,29 ,42 
,7355,29 ,35 
,7356,30 ,40 
,7357,31 ,48 
,7358,31 ,42 
,7359,30 ,39 
,7360,32 ,46 
,7361,32 ,46 
,7362,31 ,48 
,7363,32 ,40 
,7364,29 ,42 
,7365,29 ,41 
,7366,30 ,39 
,7367,29 ,40 
,7368,30 ,50 
,7369,28 ,34 
,7370,29 ,39 
,7371,29 ,37 
,7372,28 ,35 
,7373,30 ,40 
,7374,29 ,39 
,7375,30 ,37 
,7376,29 ,39 
,7377,30 ,45 
,7378,30 ,48 
,7379,30 ,40 
,7380,30 ,37 
,7381,30 ,40 
,7382,30 ,38 
,7383,29 ,37 
,7384,30 ,39 
,7385,30 ,41 
,7386,31 ,45 
,7387,32 ,47 
,7388,31 ,39 
,7389,29 ,42 
,7390,29 ,41 
,7391,30 ,39 
,7392,29 ,40 
,7393,30 ,50 
,7394,28 ,34 
,7395,29 ,39 
,7396,29 ,37 
,7397,28 ,35 
,7398,30 ,40 
,7399,29 ,39 
,7400,30 ,37 
,7401,29 ,39 
,7402,30 ,45 
,7403,30 ,48 
,7404,30 ,40 
,7405,30 ,37 
,7406,30 ,40 
,7407,30 ,38 
,7408,29 ,37 
,7409,30 ,39 
,7410,30 ,41 
,7411,31 ,45 
,7412,32 ,47 
,7413,31 ,39 
,7414,28 ,34 
,7415,30 ,36 
,7416,29 ,35 
,7417,30 ,38 
,7418,31 ,38 
,7419,29 ,36 
,7420,29 ,37 
,7421,29 ,36 
,7422,29 ,35 
,7423,30 ,39 
,7424,29 ,44 
,7425,29 ,36 
,7426,30 ,38 
,7427,30 ,37 
,7428,30 ,42 
,7429,29 ,42 
,7430,29 ,35 
,7431,30 ,40 
,7432,31 ,48 
,7433,31 ,42 
,7434,30 ,39 
,7435,32 ,46 
,7436,32 ,46 
,7437,31 ,48 
,7438,32 ,40 
,7439,29 ,42 
,7440,29 ,41 
,7441,30 ,39 
,7442,29 ,40 
,7443,30 ,50 
,7444,28 ,34 
,7445,29 ,39 
,7446,29 ,37 
,7447,28 ,35 
,7448,30 ,40 
,7449,29 ,39 
,7450,30 ,37 
,7451,29 ,39 
,7452,30 ,45 
,7453,30 ,48 
,7454,30 ,40 
,7455,30 ,37 
,7456,30 ,40 
,7457,30 ,38 
,7458,29 ,37 
,7459,30 ,39 
,7460,30 ,41 
,7461,31 ,45 
,7462,32 ,47 
,7463,31 ,39 
,7464,28 ,34 
,7465,30 ,36 
,7466,29 ,35 
,7467,30 ,38 
,7468,31 ,38 
,7469,29 ,36 
,7470,29 ,37 
,7471,29 ,36 
,7472,29 ,35 
,7473,30 ,39 
,7474,29 ,44 
,7475,29 ,36 
,7476,30 ,38 
,7477,30 ,37 
,7478,30 ,42 
,7479,29 ,42 
,7480,29 ,35 
,7481,30 ,40 
,7482,31 ,48 
,7483,31 ,42 
,7484,30 ,39 
,7485,32 ,46 
,7486,32 ,46 
,7487,31 ,48 
,7488,32 ,40 
,7489,28 ,34 
,7490,30 ,36 
,7491,29 ,35 
,7492,30 ,38 
,7493,31 ,38 
,7494,29 ,36 
,7495,29 ,37 
,7496,29 ,36 
,7497,29 ,35 
,7498,30 ,39 
,7499,29 ,44 
,7500,29 ,36 
,7501,30 ,38 
,7502,30 ,37 
,7503,30 ,42 
,7504,29 ,42 
,7505,29 ,35 
,7506,30 ,40 
,7507,31 ,48 
,7508,31 ,42 
,7509,30 ,39 
,7510,32 ,46 
,7511,32 ,46 
,7512,31 ,48 
,7513,32 ,40 
,7514,32 ,44 
,7515,32 ,45 
,7516,31 ,46 
,7517,31 ,51 
,7518,32 ,49 
,7519,33 ,44 
,7520,33 ,40 
,7521,33 ,52 
,7522,35 ,52 
,7523,33 ,40 
,7524,33 ,52 
,7525,35 ,52 
,7526,33 ,40 
,7527,33 ,52 
,7528,35 ,52 
,7529,33 ,40 
,7530,33 ,52 
,7531,35 ,52 
,7532,32 ,44 
,7533,32 ,45 
,7534,31 ,46 
,7535,31 ,51 
,7536,32 ,49 
,7537,33 ,44 
,7538,33 ,40 
,7539,33 ,52 
,7540,35 ,52 
,7541,33 ,40 
,7542,33 ,52 
,7543,35 ,52 
,7544,33 ,40 
,7545,33 ,52 
,7546,35 ,52 
,7547,33 ,40 
,7548,33 ,52 
,7549,35 ,52 
,7550,32 ,44 
,7551,32 ,45 
,7552,31 ,46 
,7553,31 ,51 
,7554,32 ,49 
,7555,33 ,44 
,7556,33 ,40 
,7557,33 ,52 
,7558,35 ,52 
,7559,33 ,40 
,7560,33 ,52 
,7561,35 ,52 
,7562,33 ,40 
,7563,33 ,52 
,7564,35 ,52 
,7565,33 ,40 
,7566,33 ,52 
,7567,35 ,52 
,7568,32 ,44 
,7569,32 ,45 
,7570,31 ,46 
,7571,31 ,51 
,7572,32 ,49 
,7573,33 ,44 
,7574,33 ,40 
,7575,33 ,52 
,7576,35 ,52 
,7577,33 ,40 
,7578,33 ,52 
,7579,35 ,52 
,7580,33 ,40 
,7581,33 ,52 
,7582,35 ,52 
,7583,33 ,40 
,7584,33 ,52 
,7585,35 ,52 
,7586,32 ,44 
,7587,32 ,45 
,7588,31 ,46 
,7589,31 ,51 
,7590,32 ,49 
,7591,33 ,44 
,7592,33 ,40 
,7593,33 ,52 
,7594,35 ,52 
,7595,33 ,40 
,7596,33 ,52 
,7597,35 ,52 
,7598,33 ,40 
,7599,33 ,52 
,7600,35 ,52 
,7601,33 ,40 
,7602,33 ,52 
,7603,35 ,52 
,7604,32 ,44 
,7605,32 ,45 
,7606,31 ,46 
,7607,31 ,51 
,7608,32 ,49 
,7609,33 ,44 
,7610,33 ,40 
,7611,33 ,52 
,7612,35 ,52 
,7613,33 ,40 
,7614,33 ,52 
,7615,35 ,52 
,7616,33 ,40 
,7617,33 ,52 
,7618,35 ,52 
,7619,33 ,40 
,7620,33 ,52 
,7621,35 ,52 
,7622,28 ,37 
,7623,29 ,36 
,7624,29 ,34 
,7625,29 ,35 
,7626,30 ,37 
,7627,27 ,34 
,7628,29 ,36 
,7629,29 ,39 
,7630,30 ,37 
,7631,30 ,39 
,7632,29 ,44 
,7633,29 ,36 
,7634,29 ,38 
,7635,30 ,37 
,7636,30 ,37 
,7637,29 ,42 
,7638,29 ,35 
,7639,30 ,40 
,7640,31 ,39 
,7641,31 ,45 
,7642,30 ,41 
,7643,31 ,38 
,7644,31 ,39 
,7645,31 ,44 
,7646,32 ,40 
,7647,28 ,34 
,7648,28 ,39 
,7649,29 ,35 
,7650,30 ,39 
,7651,31 ,38 
,7652,27 ,30 
,7653,29 ,37 
,7654,29 ,36 
,7655,30 ,42 
,7656,30 ,39 
,7657,29 ,44 
,7658,29 ,36 
,7659,29 ,38 
,7660,30 ,37 
,7661,30 ,42 
,7662,29 ,42 
,7663,29 ,35 
,7664,30 ,40 
,7665,31 ,48 
,7666,31 ,42 
,7667,30 ,39 
,7668,32 ,46 
,7669,32 ,46 
,7670,31 ,48 
,7671,32 ,40 
,7672,28 ,34 
,7673,30 ,36 
,7674,29 ,35 
,7675,30 ,38 
,7676,31 ,38 
,7677,29 ,36 
,7678,29 ,37 
,7679,29 ,36 
,7680,29 ,35 
,7681,30 ,39 
,7682,29 ,44 
,7683,29 ,36 
,7684,30 ,38 
,7685,30 ,37 
,7686,30 ,42 
,7687,29 ,42 
,7688,29 ,35 
,7689,30 ,40 
,7690,31 ,48 
,7691,31 ,42 
,7692,30 ,39 
,7693,32 ,46 
,7694,32 ,46 
,7695,31 ,48 
,7696,32 ,40 
,7697,28 ,34 
,7698,30 ,36 
,7699,29 ,35 
,7700,30 ,38 
,7701,31 ,38 
,7702,29 ,36 
,7703,29 ,37 
,7704,29 ,36 
,7705,29 ,35 
,7706,30 ,39 
,7707,29 ,44 
,7708,29 ,36 
,7709,30 ,38 
,7710,30 ,37 
,7711,30 ,42 
,7712,29 ,42 
,7713,29 ,35 
,7714,30 ,40 
,7715,31 ,48 
,7716,31 ,42 
,7717,30 ,39 
,7718,32 ,46 
,7719,32 ,46 
,7720,31 ,48 
,7721,32 ,40 
,7722,28 ,34 
,7723,30 ,36 
,7724,29 ,35 
,7725,30 ,38 
,7726,31 ,38 
,7727,29 ,36 
,7728,29 ,37 
,7729,29 ,36 
,7730,29 ,35 
,7731,30 ,39 
,7732,29 ,44 
,7733,29 ,36 
,7734,30 ,38 
,7735,30 ,37 
,7736,30 ,42 
,7737,29 ,42 
,7738,29 ,35 
,7739,30 ,40 
,7740,31 ,48 
,7741,31 ,42 
,7742,30 ,39 
,7743,32 ,46 
,7744,32 ,46 
,7745,31 ,48 
,7746,32 ,40 
,7747,32 ,44 
,7748,32 ,45 
,7749,31 ,46 
,7750,31 ,51 
,7751,32 ,49 
,7752,33 ,44 
,7753,33 ,40 
,7754,33 ,52 
,7755,35 ,52 
,7756,33 ,40 
,7757,33 ,52 
,7758,35 ,52 
,7759,33 ,40 
,7760,33 ,52 
,7761,35 ,52 
,7762,33 ,40 
,7763,33 ,52 
,7764,35 ,52 
,7765,32 ,44 
,7766,32 ,45 
,7767,31 ,46 
,7768,31 ,51 
,7769,32 ,49 
,7770,33 ,44 
,7771,33 ,40 
,7772,33 ,52 
,7773,35 ,52 
,7774,33 ,40 
,7775,33 ,52 
,7776,35 ,52 
,7777,33 ,40 
,7778,33 ,52 
,7779,35 ,52 
,7780,33 ,40 
,7781,33 ,52 
,7782,35 ,52 
,7783,32 ,44 
,7784,32 ,45 
,7785,31 ,46 
,7786,31 ,51 
,7787,32 ,49 
,7788,33 ,44 
,7789,33 ,40 
,7790,33 ,52 
,7791,35 ,52 
,7792,33 ,40 
,7793,33 ,52 
,7794,35 ,52 
,7795,33 ,40 
,7796,33 ,52 
,7797,35 ,52 
,7798,33 ,40 
,7799,33 ,52 
,7800,35 ,52 
,7801,32 ,44 
,7802,32 ,45 
,7803,31 ,46 
,7804,31 ,51 
,7805,32 ,49 
,7806,33 ,44 
,7807,33 ,40 
,7808,33 ,52 
,7809,35 ,52 
,7810,33 ,40 
,7811,33 ,52 
,7812,35 ,52 
,7813,33 ,40 
,7814,33 ,52 
,7815,35 ,52 
,7816,33 ,40 
,7817,33 ,52 
,7818,35 ,52 
,7819,32 ,44 
,7820,32 ,45 
,7821,31 ,46 
,7822,31 ,51 
,7823,32 ,49 
,7824,33 ,44 
,7825,33 ,40 
,7826,33 ,52 
,7827,35 ,52 
,7828,33 ,40 
,7829,33 ,52 
,7830,35 ,52 
,7831,33 ,40 
,7832,33 ,52 
,7833,35 ,52 
,7834,33 ,40 
,7835,33 ,52 
,7836,35 ,52 
,7837,32 ,44 
,7838,32 ,45 
,7839,31 ,46 
,7840,31 ,51 
,7841,32 ,49 
,7842,33 ,44 
,7843,33 ,40 
,7844,33 ,52 
,7845,35 ,52 
,7846,33 ,40 
,7847,33 ,52 
,7848,35 ,52 
,7849,33 ,40 
,7850,33 ,52 
,7851,35 ,52 
,7852,33 ,40 
,7853,33 ,52 
,7854,35 ,52 
,7855,29 ,38 
,7856,29 ,41 
,7857,30 ,39 
,7858,29 ,42 
,7859,30 ,50 
,7860,28 ,34 
,7861,29 ,39 
,7862,29 ,37 
,7863,28 ,35 
,7864,30 ,40 
,7865,29 ,39 
,7866,30 ,37 
,7867,29 ,39 
,7868,29 ,37 
,7869,30 ,48 
,7870,30 ,40 
,7871,30 ,37 
,7872,30 ,37 
,7873,29 ,34 
,7874,29 ,36 
,7875,30 ,41 
,7876,30 ,38 
,7877,32 ,47 
,7878,30 ,39 
,7879,31 ,40 
,7880,29 ,42 
,7881,29 ,41 
,7882,30 ,39 
,7883,29 ,40 
,7884,30 ,50 
,7885,28 ,34 
,7886,29 ,39 
,7887,29 ,37 
,7888,28 ,35 
,7889,30 ,40 
,7890,29 ,39 
,7891,30 ,37 
,7892,29 ,39 
,7893,30 ,45 
,7894,30 ,48 
,7895,30 ,40 
,7896,30 ,37 
,7897,30 ,40 
,7898,30 ,38 
,7899,29 ,37 
,7900,30 ,39 
,7901,30 ,41 
,7902,31 ,45 
,7903,32 ,47 
,7904,31 ,39 
,7905,29 ,42 
,7906,29 ,41 
,7907,30 ,39 
,7908,29 ,40 
,7909,30 ,50 
,7910,28 ,34 
,7911,29 ,39 
,7912,29 ,37 
,7913,28 ,35 
,7914,30 ,40 
,7915,29 ,39 
,7916,30 ,37 
,7917,29 ,39 
,7918,30 ,45 
,7919,30 ,48 
,7920,30 ,40 
,7921,30 ,37 
,7922,30 ,40 
,7923,30 ,38 
,7924,29 ,37 
,7925,30 ,39 
,7926,30 ,41 
,7927,31 ,45 
,7928,32 ,47 
,7929,31 ,39 
,7930,29 ,42 
,7931,29 ,41 
,7932,30 ,39 
,7933,29 ,40 
,7934,30 ,50 
,7935,28 ,34 
,7936,29 ,39 
,7937,29 ,37 
,7938,28 ,35 
,7939,30 ,40 
,7940,29 ,39 
,7941,30 ,37 
,7942,29 ,39 
,7943,30 ,45 
,7944,30 ,48 
,7945,30 ,40 
,7946,30 ,37 
,7947,30 ,40 
,7948,30 ,38 
,7949,29 ,37 
,7950,30 ,39 
,7951,30 ,41 
,7952,31 ,45 
,7953,32 ,47 
,7954,31 ,39 
,7955,29 ,42 
,7956,29 ,41 
,7957,30 ,39 
,7958,29 ,40 
,7959,30 ,50 
,7960,28 ,34 
,7961,29 ,39 
,7962,29 ,37 
,7963,28 ,35 
,7964,30 ,40 
,7965,29 ,39 
,7966,30 ,37 
,7967,29 ,39 
,7968,30 ,45 
,7969,30 ,48 
,7970,30 ,40 
,7971,30 ,37 
,7972,30 ,40 
,7973,30 ,38 
,7974,29 ,37 
,7975,30 ,39 
,7976,30 ,41 
,7977,31 ,45 
,7978,32 ,47 
,7979,31 ,39 
,7980,28 ,37 
,7981,29 ,36 
,7982,29 ,34 
,7983,29 ,35 
,7984,30 ,37 
,7985,27 ,34 
,7986,29 ,36 
,7987,29 ,39 
,7988,30 ,37 
,7989,30 ,39 
,7990,29 ,44 
,7991,29 ,36 
,7992,29 ,38 
,7993,30 ,37 
,7994,30 ,37 
,7995,29 ,42 
,7996,29 ,35 
,7997,30 ,40 
,7998,31 ,39 
,7999,31 ,45 
,8000,30 ,41 
,8001,31 ,38 
,8002,31 ,39 
,8003,31 ,44 
,8004,32 ,40 
,8005,28 ,34 
,8006,28 ,39 
,8007,29 ,35 
,8008,30 ,39 
,8009,31 ,38 
,8010,27 ,30 
,8011,29 ,37 
,8012,29 ,36 
,8013,30 ,42 
,8014,30 ,39 
,8015,29 ,44 
,8016,29 ,36 
,8017,29 ,38 
,8018,30 ,37 
,8019,30 ,42 
,8020,29 ,42 
,8021,29 ,35 
,8022,30 ,40 
,8023,31 ,48 
,8024,31 ,42 
,8025,30 ,39 
,8026,32 ,46 
,8027,32 ,46 
,8028,31 ,48 
,8029,32 ,40 
,8030,28 ,34 
,8031,30 ,36 
,8032,29 ,35 
,8033,30 ,38 
,8034,31 ,38 
,8035,29 ,36 
,8036,29 ,37 
,8037,29 ,36 
,8038,29 ,35 
,8039,30 ,39 
,8040,29 ,44 
,8041,29 ,36 
,8042,30 ,38 
,8043,30 ,37 
,8044,30 ,42 
,8045,29 ,42 
,8046,29 ,35 
,8047,30 ,40 
,8048,31 ,48 
,8049,31 ,42 
,8050,30 ,39 
,8051,32 ,46 
,8052,32 ,46 
,8053,31 ,48 
,8054,32 ,40 
,8055,28 ,34 
,8056,30 ,36 
,8057,29 ,35 
,8058,30 ,38 
,8059,31 ,38 
,8060,29 ,36 
,8061,29 ,37 
,8062,29 ,36 
,8063,29 ,35 
,8064,30 ,39 
,8065,29 ,44 
,8066,29 ,36 
,8067,30 ,38 
,8068,30 ,37 
,8069,30 ,42 
,8070,29 ,42 
,8071,29 ,35 
,8072,30 ,40 
,8073,31 ,48 
,8074,31 ,42 
,8075,30 ,39 
,8076,32 ,46 
,8077,32 ,46 
,8078,31 ,48 
,8079,32 ,40 
,8080,28 ,34 
,8081,30 ,36 
,8082,29 ,35 
,8083,30 ,38 
,8084,31 ,38 
,8085,29 ,36 
,8086,29 ,37 
,8087,29 ,36 
,8088,29 ,35 
,8089,30 ,39 
,8090,29 ,44 
,8091,29 ,36 
,8092,30 ,38 
,8093,30 ,37 
,8094,30 ,42 
,8095,29 ,42 
,8096,29 ,35 
,8097,30 ,40 
,8098,31 ,48 
,8099,31 ,42 
,8100,30 ,39 
,8101,32 ,46 
,8102,32 ,46 
,8103,31 ,48 
,8104,32 ,40 
,8105,32 ,44 
,8106,32 ,45 
,8107,31 ,46 
,8108,31 ,51 
,8109,32 ,49 
,8110,33 ,44 
,8111,33 ,40 
,8112,33 ,52 
,8113,35 ,52 
,8114,33 ,40 
,8115,33 ,52 
,8116,35 ,52 
,8117,33 ,40 
,8118,33 ,52 
,8119,35 ,52 
,8120,33 ,40 
,8121,33 ,52 
,8122,35 ,52 
,8123,32 ,44 
,8124,32 ,45 
,8125,31 ,46 
,8126,31 ,51 
,8127,32 ,49 
,8128,33 ,44 
,8129,33 ,40 
,8130,33 ,52 
,8131,35 ,52 
,8132,33 ,40 
,8133,33 ,52 
,8134,35 ,52 
,8135,33 ,40 
,8136,33 ,52 
,8137,35 ,52 
,8138,33 ,40 
,8139,33 ,52 
,8140,35 ,52 
,8141,32 ,44 
,8142,32 ,45 
,8143,31 ,46 
,8144,31 ,51 
,8145,32 ,49 
,8146,33 ,44 
,8147,33 ,40 
,8148,33 ,52 
,8149,35 ,52 
,8150,33 ,40 
,8151,33 ,52 
,8152,35 ,52 
,8153,33 ,40 
,8154,33 ,52 
,8155,35 ,52 
,8156,33 ,40 
,8157,33 ,52 
,8158,35 ,52 
,8159,32 ,44 
,8160,32 ,45 
