#name,id,P12,P13,P14,P15,kpi7_avg,kpi7_max,
,6450,130 ,94 ,58 ,1 ,30 ,39 ,TRUE
,6451,130 ,94 ,58 ,2 ,30 ,42 ,TRUE
,6452,130 ,94 ,58 ,4 ,30 ,42 ,TRUE
,6453,130 ,94 ,58 ,5 ,28 ,41 ,TRUE
,6454,130 ,94 ,58 ,7 ,30 ,39 ,TRUE
,6455,130 ,94 ,58 ,8 ,29 ,40 ,TRUE
,6456,130 ,94 ,58 ,10 ,29 ,41 ,TRUE
,6457,130 ,94 ,65 ,0 ,28 ,34 ,TRUE
,6458,130 ,94 ,65 ,1 ,29 ,38 ,TRUE
,6459,130 ,94 ,65 ,2 ,29 ,40 ,TRUE
,6460,130 ,94 ,65 ,4 ,30 ,43 ,TRUE
,6461,130 ,94 ,65 ,5 ,29 ,39 ,TRUE
,6462,130 ,94 ,65 ,7 ,29 ,38 ,TRUE
,6463,130 ,94 ,65 ,8 ,30 ,38 ,TRUE
,6464,130 ,94 ,65 ,10 ,29 ,37 ,TRUE
,6465,130 ,94 ,72 ,0 ,30 ,41 ,TRUE
,6466,130 ,94 ,72 ,1 ,29 ,38 ,TRUE
,6467,130 ,94 ,72 ,2 ,29 ,39 ,TRUE
,6468,130 ,94 ,72 ,4 ,30 ,38 ,TRUE
,6469,130 ,94 ,72 ,5 ,30 ,41 ,TRUE
,6470,130 ,94 ,72 ,7 ,29 ,36 ,TRUE
,6471,130 ,94 ,72 ,8 ,31 ,43 ,TRUE
,6472,130 ,94 ,72 ,10 ,29 ,40 ,TRUE
,6473,130 ,94 ,80 ,0 ,30 ,39 ,TRUE
,6474,130 ,94 ,80 ,1 ,31 ,52 ,TRUE
,6475,130 ,94 ,80 ,2 ,30 ,42 ,TRUE
,6476,130 ,94 ,80 ,4 ,31 ,41 ,TRUE
,6477,130 ,94 ,80 ,5 ,30 ,41 ,TRUE
,6478,130 ,94 ,80 ,7 ,31 ,52 ,TRUE
,6479,130 ,94 ,80 ,8 ,31 ,44 ,TRUE
,6480,130 ,94 ,80 ,10 ,31 ,45 ,TRUE
,6481,130 ,95 ,30 ,0 ,28 ,34 ,TRUE
,6482,130 ,95 ,30 ,5 ,27 ,32 ,TRUE
,6483,130 ,95 ,30 ,10 ,29 ,35 ,TRUE
,6484,130 ,95 ,36 ,0 ,28 ,40 ,TRUE
,6485,130 ,95 ,36 ,5 ,29 ,40 ,TRUE
,6486,130 ,95 ,36 ,10 ,28 ,38 ,TRUE
,6487,130 ,95 ,43 ,0 ,29 ,37 ,TRUE
,6488,130 ,95 ,43 ,5 ,29 ,37 ,TRUE
,6489,130 ,95 ,43 ,10 ,29 ,39 ,TRUE
,6490,130 ,95 ,50 ,0 ,29 ,37 ,TRUE
,6491,130 ,95 ,50 ,5 ,29 ,38 ,TRUE
,6492,130 ,95 ,50 ,10 ,29 ,40 ,TRUE
,6493,130 ,95 ,56 ,0 ,28 ,34 ,TRUE
,6494,130 ,95 ,56 ,5 ,30 ,47 ,TRUE
,6495,130 ,95 ,56 ,10 ,28 ,34 ,TRUE
,6496,130 ,95 ,63 ,0 ,28 ,34 ,TRUE
,6497,130 ,95 ,63 ,5 ,29 ,39 ,TRUE
,6498,130 ,95 ,63 ,10 ,29 ,41 ,TRUE
,6499,130 ,95 ,70 ,0 ,29 ,39 ,TRUE
,6500,130 ,95 ,70 ,5 ,30 ,37 ,TRUE
,6501,130 ,95 ,70 ,10 ,29 ,39 ,TRUE
,6502,130 ,95 ,76 ,0 ,30 ,42 ,TRUE
,6503,130 ,95 ,76 ,5 ,30 ,42 ,TRUE
,6504,130 ,95 ,76 ,10 ,30 ,41 ,TRUE
,6505,130 ,95 ,83 ,0 ,31 ,40 ,TRUE
,6506,130 ,95 ,83 ,5 ,32 ,42 ,TRUE
,6507,130 ,95 ,83 ,10 ,32 ,48 ,TRUE
,6508,130 ,95 ,90 ,0 ,32 ,44 ,TRUE
,6509,130 ,95 ,90 ,5 ,32 ,45 ,TRUE
,6510,130 ,95 ,90 ,10 ,31 ,46 ,TRUE
,6511,130 ,100 ,30 ,0 ,28 ,34 ,TRUE
,6512,130 ,100 ,30 ,1 ,29 ,36 ,TRUE
,6513,130 ,100 ,30 ,2 ,29 ,37 ,TRUE
,6514,130 ,100 ,30 ,4 ,29 ,36 ,TRUE
,6515,130 ,100 ,30 ,5 ,27 ,32 ,TRUE
,6516,130 ,100 ,30 ,7 ,29 ,41 ,TRUE
,6517,130 ,100 ,30 ,8 ,28 ,35 ,TRUE
,6518,130 ,100 ,30 ,10 ,29 ,35 ,TRUE
,6519,130 ,100 ,36 ,0 ,28 ,40 ,TRUE
,6520,130 ,100 ,36 ,5 ,29 ,40 ,TRUE
,6521,130 ,100 ,36 ,10 ,28 ,38 ,TRUE
,6522,130 ,100 ,37 ,0 ,29 ,37 ,TRUE
,6523,130 ,100 ,37 ,1 ,29 ,39 ,TRUE
,6524,130 ,100 ,37 ,2 ,29 ,39 ,TRUE
,6525,130 ,100 ,37 ,4 ,29 ,40 ,TRUE
,6526,130 ,100 ,37 ,5 ,29 ,42 ,TRUE
,6527,130 ,100 ,37 ,7 ,28 ,35 ,TRUE
,6528,130 ,100 ,37 ,8 ,28 ,44 ,TRUE
,6529,130 ,100 ,37 ,10 ,29 ,35 ,TRUE
,6530,130 ,100 ,43 ,0 ,29 ,37 ,TRUE
,6531,130 ,100 ,43 ,5 ,29 ,37 ,TRUE
,6532,130 ,100 ,43 ,10 ,29 ,39 ,TRUE
,6533,130 ,100 ,44 ,0 ,29 ,36 ,TRUE
,6534,130 ,100 ,44 ,1 ,29 ,39 ,TRUE
,6535,130 ,100 ,44 ,2 ,29 ,39 ,TRUE
,6536,130 ,100 ,44 ,4 ,30 ,39 ,TRUE
,6537,130 ,100 ,44 ,5 ,29 ,35 ,TRUE
,6538,130 ,100 ,44 ,7 ,29 ,36 ,TRUE
,6539,130 ,100 ,44 ,8 ,29 ,36 ,TRUE
,6540,130 ,100 ,44 ,10 ,29 ,38 ,TRUE
,6541,130 ,100 ,50 ,0 ,29 ,37 ,TRUE
,6542,130 ,100 ,50 ,5 ,29 ,38 ,TRUE
,6543,130 ,100 ,50 ,10 ,29 ,40 ,TRUE
,6544,130 ,100 ,51 ,0 ,29 ,35 ,TRUE
,6545,130 ,100 ,51 ,1 ,30 ,38 ,TRUE
,6546,130 ,100 ,51 ,2 ,29 ,36 ,TRUE
,6547,130 ,100 ,51 ,4 ,29 ,35 ,TRUE
,6548,130 ,100 ,51 ,5 ,29 ,48 ,TRUE
,6549,130 ,100 ,51 ,7 ,30 ,39 ,TRUE
,6550,130 ,100 ,51 ,8 ,28 ,36 ,TRUE
,6551,130 ,100 ,51 ,10 ,28 ,44 ,TRUE
,6552,130 ,100 ,56 ,0 ,28 ,34 ,TRUE
,6553,130 ,100 ,56 ,5 ,30 ,47 ,TRUE
,6554,130 ,100 ,56 ,10 ,28 ,34 ,TRUE
,6555,130 ,100 ,58 ,0 ,28 ,36 ,TRUE
,6556,130 ,100 ,58 ,1 ,30 ,39 ,TRUE
,6557,130 ,100 ,58 ,2 ,30 ,42 ,TRUE
,6558,130 ,100 ,58 ,4 ,30 ,42 ,TRUE
,6559,130 ,100 ,58 ,5 ,28 ,41 ,TRUE
,6560,130 ,100 ,58 ,7 ,30 ,39 ,TRUE
,6561,130 ,100 ,58 ,8 ,29 ,40 ,TRUE
,6562,130 ,100 ,58 ,10 ,29 ,41 ,TRUE
,6563,130 ,100 ,63 ,0 ,28 ,34 ,TRUE
,6564,130 ,100 ,63 ,5 ,29 ,39 ,TRUE
,6565,130 ,100 ,63 ,10 ,29 ,41 ,TRUE
,6566,130 ,100 ,65 ,0 ,28 ,34 ,TRUE
,6567,130 ,100 ,65 ,1 ,29 ,38 ,TRUE
,6568,130 ,100 ,65 ,2 ,29 ,40 ,TRUE
,6569,130 ,100 ,65 ,4 ,30 ,43 ,TRUE
,6570,130 ,100 ,65 ,5 ,29 ,39 ,TRUE
,6571,130 ,100 ,65 ,7 ,29 ,38 ,TRUE
,6572,130 ,100 ,65 ,8 ,30 ,38 ,TRUE
,6573,130 ,100 ,65 ,10 ,29 ,37 ,TRUE
,6574,130 ,100 ,70 ,0 ,29 ,39 ,TRUE
,6575,130 ,100 ,70 ,5 ,30 ,37 ,TRUE
,6576,130 ,100 ,70 ,10 ,29 ,39 ,TRUE
,6577,130 ,100 ,72 ,0 ,30 ,41 ,TRUE
,6578,130 ,100 ,72 ,1 ,29 ,38 ,TRUE
,6579,130 ,100 ,72 ,2 ,29 ,39 ,TRUE
,6580,130 ,100 ,72 ,4 ,30 ,38 ,TRUE
,6581,130 ,100 ,72 ,5 ,30 ,41 ,TRUE
,6582,130 ,100 ,72 ,7 ,29 ,36 ,TRUE
,6583,130 ,100 ,72 ,8 ,31 ,43 ,TRUE
,6584,130 ,100 ,72 ,10 ,29 ,40 ,TRUE
,6585,130 ,100 ,76 ,0 ,30 ,42 ,TRUE
,6586,130 ,100 ,76 ,5 ,30 ,42 ,TRUE
,6587,130 ,100 ,76 ,10 ,30 ,41 ,TRUE
,6588,130 ,100 ,80 ,0 ,30 ,39 ,TRUE
,6589,130 ,100 ,80 ,1 ,31 ,52 ,TRUE
,6590,130 ,100 ,80 ,2 ,30 ,42 ,TRUE
,6591,130 ,100 ,80 ,4 ,31 ,41 ,TRUE
,6592,130 ,100 ,80 ,5 ,30 ,41 ,TRUE
,6593,130 ,100 ,80 ,7 ,31 ,52 ,TRUE
,6594,130 ,100 ,80 ,8 ,31 ,44 ,TRUE
,6595,130 ,100 ,80 ,10 ,31 ,45 ,TRUE
,6596,130 ,100 ,83 ,0 ,31 ,40 ,TRUE
,6597,130 ,100 ,83 ,5 ,32 ,42 ,TRUE
,6598,130 ,100 ,83 ,10 ,32 ,48 ,TRUE
,6599,130 ,100 ,90 ,0 ,32 ,44 ,TRUE
,6600,130 ,100 ,90 ,5 ,32 ,45 ,TRUE
,6601,130 ,100 ,90 ,10 ,31 ,46 ,TRUE
,6602,130 ,105 ,30 ,0 ,28 ,34 ,TRUE
,6603,130 ,105 ,30 ,5 ,27 ,32 ,TRUE
,6604,130 ,105 ,30 ,10 ,29 ,35 ,TRUE
,6605,130 ,105 ,30 ,12 ,30 ,36 ,TRUE
,6606,130 ,105 ,30 ,25 ,29 ,35 ,TRUE
,6607,130 ,105 ,30 ,37 ,30 ,38 ,TRUE
,6608,130 ,105 ,30 ,50 ,31 ,38 ,TRUE
,6609,130 ,105 ,36 ,0 ,28 ,40 ,TRUE
,6610,130 ,105 ,36 ,5 ,29 ,40 ,TRUE
,6611,130 ,105 ,36 ,10 ,28 ,38 ,TRUE
,6612,130 ,105 ,42 ,0 ,29 ,36 ,TRUE
,6613,130 ,105 ,42 ,12 ,29 ,37 ,TRUE
,6614,130 ,105 ,42 ,25 ,29 ,36 ,TRUE
,6615,130 ,105 ,42 ,37 ,29 ,35 ,TRUE
,6616,130 ,105 ,42 ,50 ,30 ,39 ,TRUE
,6617,130 ,105 ,43 ,0 ,29 ,37 ,TRUE
,6618,130 ,105 ,43 ,5 ,29 ,37 ,TRUE
,6619,130 ,105 ,43 ,10 ,29 ,39 ,TRUE
,6620,130 ,105 ,50 ,0 ,29 ,37 ,TRUE
,6621,130 ,105 ,50 ,5 ,29 ,38 ,TRUE
,6622,130 ,105 ,50 ,10 ,29 ,40 ,TRUE
,6623,130 ,105 ,55 ,0 ,29 ,44 ,TRUE
,6624,130 ,105 ,55 ,12 ,29 ,36 ,TRUE
,6625,130 ,105 ,55 ,25 ,30 ,38 ,TRUE
,6626,130 ,105 ,55 ,37 ,30 ,37 ,TRUE
,6627,130 ,105 ,55 ,50 ,30 ,42 ,TRUE
,6628,130 ,105 ,56 ,0 ,28 ,34 ,TRUE
,6629,130 ,105 ,56 ,5 ,30 ,47 ,TRUE
,6630,130 ,105 ,56 ,10 ,28 ,34 ,TRUE
,6631,130 ,105 ,60 ,0 ,29 ,42 ,TRUE
,6632,130 ,105 ,63 ,0 ,28 ,34 ,TRUE
,6633,130 ,105 ,63 ,5 ,29 ,39 ,TRUE
,6634,130 ,105 ,63 ,10 ,29 ,41 ,TRUE
,6635,130 ,105 ,67 ,0 ,29 ,42 ,TRUE
,6636,130 ,105 ,67 ,12 ,29 ,35 ,TRUE
,6637,130 ,105 ,67 ,25 ,30 ,40 ,TRUE
,6638,130 ,105 ,67 ,37 ,31 ,48 ,TRUE
,6639,130 ,105 ,67 ,50 ,31 ,42 ,TRUE
,6640,130 ,105 ,70 ,0 ,29 ,39 ,TRUE
,6641,130 ,105 ,70 ,5 ,30 ,37 ,TRUE
,6642,130 ,105 ,70 ,10 ,29 ,39 ,TRUE
,6643,130 ,105 ,76 ,0 ,30 ,42 ,TRUE
,6644,130 ,105 ,76 ,5 ,30 ,42 ,TRUE
,6645,130 ,105 ,76 ,10 ,30 ,41 ,TRUE
,6646,130 ,105 ,80 ,0 ,30 ,39 ,TRUE
,6647,130 ,105 ,80 ,12 ,32 ,46 ,TRUE
,6648,130 ,105 ,80 ,25 ,32 ,46 ,TRUE
,6649,130 ,105 ,80 ,37 ,31 ,48 ,TRUE
,6650,130 ,105 ,80 ,50 ,32 ,40 ,TRUE
,6651,130 ,105 ,83 ,0 ,31 ,40 ,TRUE
,6652,130 ,105 ,83 ,5 ,32 ,42 ,TRUE
,6653,130 ,105 ,83 ,10 ,32 ,48 ,TRUE
,6654,130 ,105 ,90 ,0 ,32 ,44 ,TRUE
,6655,130 ,105 ,90 ,5 ,32 ,45 ,TRUE
,6656,130 ,105 ,90 ,10 ,31 ,46 ,TRUE
,6657,130 ,110 ,30 ,0 ,28 ,34 ,TRUE
,6658,130 ,110 ,30 ,5 ,27 ,32 ,TRUE
,6659,130 ,110 ,30 ,10 ,29 ,35 ,TRUE
,6660,130 ,110 ,36 ,0 ,28 ,40 ,TRUE
,6661,130 ,110 ,36 ,5 ,29 ,40 ,TRUE
,6662,130 ,110 ,36 ,10 ,28 ,38 ,TRUE
,6663,130 ,110 ,43 ,0 ,29 ,37 ,TRUE
,6664,130 ,110 ,43 ,5 ,29 ,37 ,TRUE
,6665,130 ,110 ,43 ,10 ,29 ,39 ,TRUE
,6666,130 ,110 ,50 ,0 ,29 ,37 ,TRUE
,6667,130 ,110 ,50 ,5 ,29 ,38 ,TRUE
,6668,130 ,110 ,50 ,10 ,29 ,40 ,TRUE
,6669,130 ,110 ,56 ,0 ,28 ,34 ,TRUE
,6670,130 ,110 ,56 ,5 ,30 ,47 ,TRUE
,6671,130 ,110 ,56 ,10 ,28 ,34 ,TRUE
,6672,130 ,110 ,63 ,0 ,28 ,34 ,TRUE
,6673,130 ,110 ,63 ,5 ,29 ,39 ,TRUE
,6674,130 ,110 ,63 ,10 ,29 ,41 ,TRUE
,6675,130 ,110 ,70 ,0 ,29 ,39 ,TRUE
,6676,130 ,110 ,70 ,5 ,30 ,37 ,TRUE
,6677,130 ,110 ,70 ,10 ,29 ,39 ,TRUE
,6678,130 ,110 ,76 ,0 ,30 ,42 ,TRUE
,6679,130 ,110 ,76 ,5 ,30 ,42 ,TRUE
,6680,130 ,110 ,76 ,10 ,30 ,41 ,TRUE
,6681,130 ,110 ,83 ,0 ,31 ,40 ,TRUE
,6682,130 ,110 ,83 ,5 ,32 ,42 ,TRUE
,6683,130 ,110 ,83 ,10 ,32 ,48 ,TRUE
,6684,130 ,110 ,90 ,0 ,32 ,44 ,TRUE
,6685,130 ,110 ,90 ,5 ,32 ,45 ,TRUE
,6686,130 ,110 ,90 ,10 ,31 ,46 ,TRUE
,6687,130 ,117 ,30 ,0 ,28 ,34 ,TRUE
,6688,130 ,117 ,30 ,12 ,30 ,36 ,TRUE
,6689,130 ,117 ,30 ,25 ,29 ,35 ,TRUE
,6690,130 ,117 ,30 ,37 ,30 ,38 ,TRUE
,6691,130 ,117 ,30 ,50 ,31 ,38 ,TRUE
,6692,130 ,117 ,42 ,0 ,29 ,36 ,TRUE
,6693,130 ,117 ,42 ,12 ,29 ,37 ,TRUE
,6694,130 ,117 ,42 ,25 ,29 ,36 ,TRUE
,6695,130 ,117 ,42 ,37 ,29 ,35 ,TRUE
,6696,130 ,117 ,42 ,50 ,30 ,39 ,TRUE
,6697,130 ,117 ,55 ,0 ,29 ,44 ,TRUE
,6698,130 ,117 ,55 ,12 ,29 ,36 ,TRUE
,6699,130 ,117 ,55 ,25 ,30 ,38 ,TRUE
,6700,130 ,117 ,55 ,37 ,30 ,37 ,TRUE
,6701,130 ,117 ,55 ,50 ,30 ,42 ,TRUE
,6702,130 ,117 ,67 ,0 ,29 ,42 ,TRUE
,6703,130 ,117 ,67 ,12 ,29 ,35 ,TRUE
,6704,130 ,117 ,67 ,25 ,30 ,40 ,TRUE
,6705,130 ,117 ,67 ,37 ,31 ,48 ,TRUE
,6706,130 ,117 ,67 ,50 ,31 ,42 ,TRUE
,6707,130 ,117 ,80 ,0 ,30 ,39 ,TRUE
,6708,130 ,117 ,80 ,12 ,32 ,46 ,TRUE
,6709,130 ,117 ,80 ,25 ,32 ,46 ,TRUE
,6710,130 ,117 ,80 ,37 ,31 ,48 ,TRUE
,6711,130 ,117 ,80 ,50 ,32 ,40 ,TRUE
,6712,130 ,130 ,30 ,0 ,28 ,34 ,TRUE
,6713,130 ,130 ,30 ,12 ,30 ,36 ,TRUE
,6714,130 ,130 ,30 ,25 ,29 ,35 ,TRUE
,6715,130 ,130 ,30 ,37 ,30 ,38 ,TRUE
,6716,130 ,130 ,30 ,50 ,31 ,38 ,TRUE
,6717,130 ,130 ,42 ,0 ,29 ,36 ,TRUE
,6718,130 ,130 ,42 ,12 ,29 ,37 ,TRUE
,6719,130 ,130 ,42 ,25 ,29 ,36 ,TRUE
,6720,130 ,130 ,42 ,37 ,29 ,35 ,TRUE
,6721,130 ,130 ,42 ,50 ,30 ,39 ,TRUE
,6722,130 ,130 ,55 ,0 ,29 ,44 ,TRUE
,6723,130 ,130 ,55 ,12 ,29 ,36 ,TRUE
,6724,130 ,130 ,55 ,25 ,30 ,38 ,TRUE
,6725,130 ,130 ,55 ,37 ,30 ,37 ,TRUE
,6726,130 ,130 ,55 ,50 ,30 ,42 ,TRUE
,6727,130 ,130 ,67 ,0 ,29 ,42 ,TRUE
,6728,130 ,130 ,67 ,12 ,29 ,35 ,TRUE
,6729,130 ,130 ,67 ,25 ,30 ,40 ,TRUE
,6730,130 ,130 ,67 ,37 ,31 ,48 ,TRUE
,6731,130 ,130 ,67 ,50 ,31 ,42 ,TRUE
,6732,130 ,130 ,80 ,0 ,30 ,39 ,TRUE
,6733,130 ,130 ,80 ,12 ,32 ,46 ,TRUE
,6734,130 ,130 ,80 ,25 ,32 ,46 ,TRUE
,6735,130 ,130 ,80 ,37 ,31 ,48 ,TRUE
,6736,130 ,130 ,80 ,50 ,32 ,40 ,TRUE
,6737,132 ,80 ,60 ,0 ,29 ,38 ,TRUE
,6738,132 ,80 ,60 ,5 ,29 ,41 ,TRUE
,6739,132 ,80 ,60 ,10 ,30 ,39 ,TRUE
,6740,132 ,80 ,60 ,15 ,29 ,42 ,TRUE
,6741,132 ,80 ,60 ,20 ,30 ,50 ,TRUE
,6742,132 ,80 ,65 ,0 ,28 ,34 ,TRUE
,6743,132 ,80 ,65 ,5 ,29 ,39 ,TRUE
,6744,132 ,80 ,65 ,10 ,29 ,37 ,TRUE
,6745,132 ,80 ,65 ,15 ,28 ,35 ,TRUE
,6746,132 ,80 ,65 ,20 ,30 ,40 ,TRUE
,6747,132 ,80 ,70 ,0 ,29 ,39 ,TRUE
,6748,132 ,80 ,70 ,5 ,30 ,37 ,TRUE
,6749,132 ,80 ,70 ,10 ,29 ,39 ,TRUE
,6750,132 ,80 ,70 ,15 ,29 ,37 ,TRUE
,6751,132 ,80 ,70 ,20 ,30 ,48 ,TRUE
,6752,132 ,80 ,75 ,0 ,30 ,40 ,TRUE
,6753,132 ,80 ,75 ,5 ,30 ,37 ,TRUE
,6754,132 ,80 ,75 ,10 ,30 ,37 ,TRUE
,6755,132 ,80 ,75 ,15 ,29 ,34 ,TRUE
,6756,132 ,80 ,75 ,20 ,29 ,36 ,TRUE
,6757,132 ,80 ,80 ,0 ,30 ,41 ,TRUE
,6758,132 ,80 ,80 ,5 ,30 ,38 ,TRUE
,6759,132 ,80 ,80 ,10 ,32 ,47 ,TRUE
,6760,132 ,80 ,80 ,15 ,30 ,39 ,TRUE
,6761,132 ,80 ,80 ,20 ,31 ,40 ,TRUE
,6762,132 ,87 ,60 ,0 ,29 ,42 ,TRUE
,6763,132 ,87 ,60 ,5 ,29 ,41 ,TRUE
,6764,132 ,87 ,60 ,10 ,30 ,39 ,TRUE
,6765,132 ,87 ,60 ,15 ,29 ,40 ,TRUE
,6766,132 ,87 ,60 ,20 ,30 ,50 ,TRUE
,6767,132 ,87 ,65 ,0 ,28 ,34 ,TRUE
,6768,132 ,87 ,65 ,5 ,29 ,39 ,TRUE
,6769,132 ,87 ,65 ,10 ,29 ,37 ,TRUE
,6770,132 ,87 ,65 ,15 ,28 ,35 ,TRUE
,6771,132 ,87 ,65 ,20 ,30 ,40 ,TRUE
,6772,132 ,87 ,70 ,0 ,29 ,39 ,TRUE
,6773,132 ,87 ,70 ,5 ,30 ,37 ,TRUE
,6774,132 ,87 ,70 ,10 ,29 ,39 ,TRUE
,6775,132 ,87 ,70 ,15 ,30 ,45 ,TRUE
,6776,132 ,87 ,70 ,20 ,30 ,48 ,TRUE
,6777,132 ,87 ,75 ,0 ,30 ,40 ,TRUE
,6778,132 ,87 ,75 ,5 ,30 ,37 ,TRUE
,6779,132 ,87 ,75 ,10 ,30 ,40 ,TRUE
,6780,132 ,87 ,75 ,15 ,30 ,38 ,TRUE
,6781,132 ,87 ,75 ,20 ,29 ,37 ,TRUE
,6782,132 ,87 ,80 ,0 ,30 ,39 ,TRUE
,6783,132 ,87 ,80 ,5 ,30 ,41 ,TRUE
,6784,132 ,87 ,80 ,10 ,31 ,45 ,TRUE
,6785,132 ,87 ,80 ,15 ,32 ,47 ,TRUE
,6786,132 ,87 ,80 ,20 ,31 ,39 ,TRUE
,6787,132 ,95 ,60 ,0 ,29 ,42 ,TRUE
,6788,132 ,95 ,60 ,5 ,29 ,41 ,TRUE
,6789,132 ,95 ,60 ,10 ,30 ,39 ,TRUE
,6790,132 ,95 ,60 ,15 ,29 ,40 ,TRUE
,6791,132 ,95 ,60 ,20 ,30 ,50 ,TRUE
,6792,132 ,95 ,65 ,0 ,28 ,34 ,TRUE
,6793,132 ,95 ,65 ,5 ,29 ,39 ,TRUE
,6794,132 ,95 ,65 ,10 ,29 ,37 ,TRUE
,6795,132 ,95 ,65 ,15 ,28 ,35 ,TRUE
,6796,132 ,95 ,65 ,20 ,30 ,40 ,TRUE
,6797,132 ,95 ,70 ,0 ,29 ,39 ,TRUE
,6798,132 ,95 ,70 ,5 ,30 ,37 ,TRUE
,6799,132 ,95 ,70 ,10 ,29 ,39 ,TRUE
,6800,132 ,95 ,70 ,15 ,30 ,45 ,TRUE
,6801,132 ,95 ,70 ,20 ,30 ,48 ,TRUE
,6802,132 ,95 ,75 ,0 ,30 ,40 ,TRUE
,6803,132 ,95 ,75 ,5 ,30 ,37 ,TRUE
,6804,132 ,95 ,75 ,10 ,30 ,40 ,TRUE
,6805,132 ,95 ,75 ,15 ,30 ,38 ,TRUE
,6806,132 ,95 ,75 ,20 ,29 ,37 ,TRUE
,6807,132 ,95 ,80 ,0 ,30 ,39 ,TRUE
,6808,132 ,95 ,80 ,5 ,30 ,41 ,TRUE
,6809,132 ,95 ,80 ,10 ,31 ,45 ,TRUE
,6810,132 ,95 ,80 ,15 ,32 ,47 ,TRUE
,6811,132 ,95 ,80 ,20 ,31 ,39 ,TRUE
,6812,132 ,102 ,60 ,0 ,29 ,42 ,TRUE
,6813,132 ,102 ,60 ,5 ,29 ,41 ,TRUE
,6814,132 ,102 ,60 ,10 ,30 ,39 ,TRUE
,6815,132 ,102 ,60 ,15 ,29 ,40 ,TRUE
,6816,132 ,102 ,60 ,20 ,30 ,50 ,TRUE
,6817,132 ,102 ,65 ,0 ,28 ,34 ,TRUE
,6818,132 ,102 ,65 ,5 ,29 ,39 ,TRUE
,6819,132 ,102 ,65 ,10 ,29 ,37 ,TRUE
,6820,132 ,102 ,65 ,15 ,28 ,35 ,TRUE
,6821,132 ,102 ,65 ,20 ,30 ,40 ,TRUE
,6822,132 ,102 ,70 ,0 ,29 ,39 ,TRUE
,6823,132 ,102 ,70 ,5 ,30 ,37 ,TRUE
,6824,132 ,102 ,70 ,10 ,29 ,39 ,TRUE
,6825,132 ,102 ,70 ,15 ,30 ,45 ,TRUE
,6826,132 ,102 ,70 ,20 ,30 ,48 ,TRUE
,6827,132 ,102 ,75 ,0 ,30 ,40 ,TRUE
,6828,132 ,102 ,75 ,5 ,30 ,37 ,TRUE
,6829,132 ,102 ,75 ,10 ,30 ,40 ,TRUE
,6830,132 ,102 ,75 ,15 ,30 ,38 ,TRUE
,6831,132 ,102 ,75 ,20 ,29 ,37 ,TRUE
,6832,132 ,102 ,80 ,0 ,30 ,39 ,TRUE
,6833,132 ,102 ,80 ,5 ,30 ,41 ,TRUE
,6834,132 ,102 ,80 ,10 ,31 ,45 ,TRUE
,6835,132 ,102 ,80 ,15 ,32 ,47 ,TRUE
,6836,132 ,102 ,80 ,20 ,31 ,39 ,TRUE
,6837,132 ,110 ,60 ,0 ,29 ,42 ,TRUE
,6838,132 ,110 ,60 ,5 ,29 ,41 ,TRUE
,6839,132 ,110 ,60 ,10 ,30 ,39 ,TRUE
,6840,132 ,110 ,60 ,15 ,29 ,40 ,TRUE
,6841,132 ,110 ,60 ,20 ,30 ,50 ,TRUE
,6842,132 ,110 ,65 ,0 ,28 ,34 ,TRUE
,6843,132 ,110 ,65 ,5 ,29 ,39 ,TRUE
,6844,132 ,110 ,65 ,10 ,29 ,37 ,TRUE
,6845,132 ,110 ,65 ,15 ,28 ,35 ,TRUE
,6846,132 ,110 ,65 ,20 ,30 ,40 ,TRUE
,6847,132 ,110 ,70 ,0 ,29 ,39 ,TRUE
,6848,132 ,110 ,70 ,5 ,30 ,37 ,TRUE
,6849,132 ,110 ,70 ,10 ,29 ,39 ,TRUE
,6850,132 ,110 ,70 ,15 ,30 ,45 ,TRUE
,6851,132 ,110 ,70 ,20 ,30 ,48 ,TRUE
,6852,132 ,110 ,75 ,0 ,30 ,40 ,TRUE
,6853,132 ,110 ,75 ,5 ,30 ,37 ,TRUE
,6854,132 ,110 ,75 ,10 ,30 ,40 ,TRUE
,6855,132 ,110 ,75 ,15 ,30 ,38 ,TRUE
,6856,132 ,110 ,75 ,20 ,29 ,37 ,TRUE
,6857,132 ,110 ,80 ,0 ,30 ,39 ,TRUE
,6858,132 ,110 ,80 ,5 ,30 ,41 ,TRUE
,6859,132 ,110 ,80 ,10 ,31 ,45 ,TRUE
,6860,132 ,110 ,80 ,15 ,32 ,47 ,TRUE
,6861,132 ,110 ,80 ,20 ,31 ,39 ,TRUE
,6862,135 ,65 ,30 ,0 ,26 ,31 ,TRUE
,6863,135 ,65 ,30 ,5 ,26 ,31 ,TRUE
,6864,135 ,65 ,30 ,10 ,26 ,31 ,TRUE
,6865,135 ,65 ,36 ,0 ,25 ,29 ,TRUE
,6866,135 ,65 ,36 ,5 ,26 ,30 ,TRUE
,6867,135 ,65 ,36 ,10 ,26 ,32 ,TRUE
,6868,135 ,65 ,43 ,0 ,25 ,33 ,TRUE
,6869,135 ,65 ,43 ,5 ,26 ,33 ,TRUE
,6870,135 ,65 ,43 ,10 ,25 ,31 ,TRUE
,6871,135 ,65 ,50 ,0 ,25 ,28 ,TRUE
,6872,135 ,65 ,50 ,5 ,25 ,31 ,TRUE
