#name,id,P12,P13,P14,P15,kpi7_avg,kpi7_max,
,3171,110 ,95 ,80 ,10 ,32 ,45 ,TRUE
,3172,110 ,95 ,80 ,15 ,31 ,43 ,TRUE
,3173,110 ,95 ,80 ,20 ,31 ,39 ,TRUE
,3174,110 ,95 ,83 ,0 ,31 ,40 ,TRUE
,3175,110 ,95 ,83 ,5 ,32 ,42 ,TRUE
,3176,110 ,95 ,83 ,10 ,32 ,48 ,TRUE
,3177,110 ,95 ,90 ,0 ,32 ,49 ,TRUE
,3178,110 ,95 ,90 ,5 ,32 ,45 ,TRUE
,3179,110 ,95 ,90 ,10 ,33 ,53 ,TRUE
,3180,110 ,100 ,30 ,0 ,28 ,34 ,TRUE
,3181,110 ,100 ,30 ,1 ,29 ,36 ,TRUE
,3182,110 ,100 ,30 ,2 ,29 ,37 ,TRUE
,3183,110 ,100 ,30 ,4 ,28 ,35 ,TRUE
,3184,110 ,100 ,30 ,5 ,27 ,32 ,TRUE
,3185,110 ,100 ,30 ,7 ,29 ,42 ,TRUE
,3186,110 ,100 ,30 ,8 ,29 ,35 ,TRUE
,3187,110 ,100 ,30 ,10 ,29 ,35 ,TRUE
,3188,110 ,100 ,36 ,0 ,28 ,40 ,TRUE
,3189,110 ,100 ,36 ,5 ,28 ,40 ,TRUE
,3190,110 ,100 ,36 ,10 ,28 ,38 ,TRUE
,3191,110 ,100 ,37 ,0 ,29 ,37 ,TRUE
,3192,110 ,100 ,37 ,1 ,29 ,39 ,TRUE
,3193,110 ,100 ,37 ,2 ,29 ,40 ,TRUE
,3194,110 ,100 ,37 ,4 ,29 ,40 ,TRUE
,3195,110 ,100 ,37 ,5 ,29 ,42 ,TRUE
,3196,110 ,100 ,37 ,7 ,28 ,35 ,TRUE
,3197,110 ,100 ,37 ,8 ,29 ,37 ,TRUE
,3198,110 ,100 ,37 ,10 ,29 ,35 ,TRUE
,3199,110 ,100 ,43 ,0 ,29 ,37 ,TRUE
,3200,110 ,100 ,43 ,5 ,29 ,40 ,TRUE
,3201,110 ,100 ,43 ,10 ,29 ,37 ,TRUE
,3202,110 ,100 ,44 ,0 ,29 ,36 ,TRUE
,3203,110 ,100 ,44 ,1 ,29 ,38 ,TRUE
,3204,110 ,100 ,44 ,2 ,29 ,37 ,TRUE
,3205,110 ,100 ,44 ,4 ,29 ,40 ,TRUE
,3206,110 ,100 ,44 ,5 ,29 ,46 ,TRUE
,3207,110 ,100 ,44 ,7 ,29 ,35 ,TRUE
,3208,110 ,100 ,44 ,8 ,29 ,41 ,TRUE
,3209,110 ,100 ,44 ,10 ,30 ,48 ,TRUE
,3210,110 ,100 ,50 ,0 ,29 ,37 ,TRUE
,3211,110 ,100 ,50 ,5 ,29 ,38 ,TRUE
,3212,110 ,100 ,50 ,10 ,29 ,40 ,TRUE
,3213,110 ,100 ,51 ,0 ,29 ,35 ,TRUE
,3214,110 ,100 ,51 ,1 ,30 ,38 ,TRUE
,3215,110 ,100 ,51 ,2 ,29 ,36 ,TRUE
,3216,110 ,100 ,51 ,4 ,29 ,35 ,TRUE
,3217,110 ,100 ,51 ,5 ,29 ,48 ,TRUE
,3218,110 ,100 ,51 ,7 ,29 ,38 ,TRUE
,3219,110 ,100 ,51 ,8 ,29 ,39 ,TRUE
,3220,110 ,100 ,51 ,10 ,28 ,35 ,TRUE
,3221,110 ,100 ,56 ,0 ,28 ,34 ,TRUE
,3222,110 ,100 ,56 ,5 ,29 ,37 ,TRUE
,3223,110 ,100 ,56 ,10 ,28 ,34 ,TRUE
,3224,110 ,100 ,58 ,0 ,28 ,36 ,TRUE
,3225,110 ,100 ,58 ,1 ,30 ,39 ,TRUE
,3226,110 ,100 ,58 ,2 ,30 ,42 ,TRUE
,3227,110 ,100 ,58 ,4 ,30 ,42 ,TRUE
,3228,110 ,100 ,58 ,5 ,28 ,41 ,TRUE
,3229,110 ,100 ,58 ,7 ,30 ,39 ,TRUE
,3230,110 ,100 ,58 ,8 ,29 ,40 ,TRUE
,3231,110 ,100 ,58 ,10 ,29 ,41 ,TRUE
,3232,110 ,100 ,60 ,0 ,29 ,42 ,TRUE
,3233,110 ,100 ,63 ,0 ,28 ,34 ,TRUE
,3234,110 ,100 ,63 ,5 ,29 ,39 ,TRUE
,3235,110 ,100 ,63 ,10 ,29 ,39 ,TRUE
,3236,110 ,100 ,65 ,0 ,28 ,34 ,TRUE
,3237,110 ,100 ,65 ,1 ,29 ,38 ,TRUE
,3238,110 ,100 ,65 ,2 ,29 ,40 ,TRUE
,3239,110 ,100 ,65 ,4 ,30 ,43 ,TRUE
,3240,110 ,100 ,65 ,5 ,29 ,39 ,TRUE
,3241,110 ,100 ,65 ,7 ,29 ,38 ,TRUE
,3242,110 ,100 ,65 ,8 ,30 ,38 ,TRUE
,3243,110 ,100 ,65 ,10 ,29 ,40 ,TRUE
,3244,110 ,100 ,70 ,0 ,29 ,39 ,TRUE
,3245,110 ,100 ,70 ,5 ,29 ,38 ,TRUE
,3246,110 ,100 ,70 ,10 ,30 ,45 ,TRUE
,3247,110 ,100 ,72 ,0 ,30 ,41 ,TRUE
,3248,110 ,100 ,72 ,1 ,29 ,38 ,TRUE
,3249,110 ,100 ,72 ,2 ,30 ,48 ,TRUE
,3250,110 ,100 ,72 ,4 ,29 ,39 ,TRUE
,3251,110 ,100 ,72 ,5 ,30 ,41 ,TRUE
,3252,110 ,100 ,72 ,7 ,29 ,36 ,TRUE
,3253,110 ,100 ,72 ,8 ,31 ,43 ,TRUE
,3254,110 ,100 ,72 ,10 ,29 ,34 ,TRUE
,3255,110 ,100 ,76 ,0 ,30 ,42 ,TRUE
,3256,110 ,100 ,76 ,5 ,30 ,42 ,TRUE
,3257,110 ,100 ,76 ,10 ,30 ,41 ,TRUE
,3258,110 ,100 ,80 ,0 ,30 ,39 ,TRUE
,3259,110 ,100 ,80 ,1 ,31 ,52 ,TRUE
,3260,110 ,100 ,80 ,2 ,30 ,39 ,TRUE
,3261,110 ,100 ,80 ,4 ,31 ,41 ,TRUE
,3262,110 ,100 ,80 ,5 ,30 ,41 ,TRUE
,3263,110 ,100 ,80 ,7 ,31 ,49 ,TRUE
,3264,110 ,100 ,80 ,8 ,31 ,38 ,TRUE
,3265,110 ,100 ,80 ,10 ,32 ,45 ,TRUE
,3266,110 ,100 ,83 ,0 ,31 ,40 ,TRUE
,3267,110 ,100 ,83 ,5 ,32 ,42 ,TRUE
,3268,110 ,100 ,83 ,10 ,32 ,48 ,TRUE
,3269,110 ,100 ,90 ,0 ,32 ,49 ,TRUE
,3270,110 ,100 ,90 ,5 ,32 ,45 ,TRUE
,3271,110 ,100 ,90 ,10 ,33 ,53 ,TRUE
,3272,110 ,100 ,100 ,0 ,34 ,46 ,TRUE
,3273,110 ,102 ,60 ,0 ,29 ,42 ,TRUE
,3274,110 ,102 ,60 ,5 ,29 ,41 ,TRUE
,3275,110 ,102 ,60 ,10 ,29 ,43 ,TRUE
,3276,110 ,102 ,60 ,15 ,29 ,40 ,TRUE
,3277,110 ,102 ,60 ,20 ,30 ,50 ,TRUE
,3278,110 ,102 ,65 ,0 ,28 ,34 ,TRUE
,3279,110 ,102 ,65 ,5 ,29 ,39 ,TRUE
,3280,110 ,102 ,65 ,10 ,29 ,40 ,TRUE
,3281,110 ,102 ,65 ,15 ,30 ,41 ,TRUE
,3282,110 ,102 ,65 ,20 ,30 ,40 ,TRUE
,3283,110 ,102 ,70 ,0 ,29 ,39 ,TRUE
,3284,110 ,102 ,70 ,5 ,29 ,38 ,TRUE
,3285,110 ,102 ,70 ,10 ,30 ,45 ,TRUE
,3286,110 ,102 ,70 ,15 ,30 ,38 ,TRUE
,3287,110 ,102 ,70 ,20 ,30 ,41 ,TRUE
,3288,110 ,102 ,75 ,0 ,30 ,40 ,TRUE
,3289,110 ,102 ,75 ,5 ,31 ,45 ,TRUE
,3290,110 ,102 ,75 ,10 ,30 ,40 ,TRUE
,3291,110 ,102 ,75 ,15 ,29 ,44 ,TRUE
,3292,110 ,102 ,75 ,20 ,29 ,38 ,TRUE
,3293,110 ,102 ,80 ,0 ,30 ,39 ,TRUE
,3294,110 ,102 ,80 ,5 ,30 ,41 ,TRUE
,3295,110 ,102 ,80 ,10 ,32 ,45 ,TRUE
,3296,110 ,102 ,80 ,15 ,31 ,43 ,TRUE
,3297,110 ,102 ,80 ,20 ,31 ,39 ,TRUE
,3298,110 ,105 ,30 ,0 ,28 ,34 ,TRUE
,3299,110 ,105 ,30 ,5 ,27 ,32 ,TRUE
,3300,110 ,105 ,30 ,10 ,29 ,35 ,TRUE
,3301,110 ,105 ,36 ,0 ,28 ,40 ,TRUE
,3302,110 ,105 ,36 ,5 ,28 ,40 ,TRUE
,3303,110 ,105 ,36 ,10 ,28 ,38 ,TRUE
,3304,110 ,105 ,43 ,0 ,29 ,37 ,TRUE
,3305,110 ,105 ,43 ,5 ,29 ,40 ,TRUE
,3306,110 ,105 ,43 ,10 ,29 ,37 ,TRUE
,3307,110 ,105 ,50 ,0 ,29 ,37 ,TRUE
,3308,110 ,105 ,50 ,5 ,29 ,38 ,TRUE
,3309,110 ,105 ,50 ,10 ,29 ,40 ,TRUE
,3310,110 ,105 ,56 ,0 ,28 ,34 ,TRUE
,3311,110 ,105 ,56 ,5 ,29 ,37 ,TRUE
,3312,110 ,105 ,56 ,10 ,28 ,34 ,TRUE
,3313,110 ,105 ,60 ,0 ,29 ,42 ,TRUE
,3314,110 ,105 ,63 ,0 ,28 ,34 ,TRUE
,3315,110 ,105 ,63 ,5 ,29 ,39 ,TRUE
,3316,110 ,105 ,63 ,10 ,29 ,39 ,TRUE
,3317,110 ,105 ,70 ,0 ,29 ,39 ,TRUE
,3318,110 ,105 ,70 ,5 ,29 ,38 ,TRUE
,3319,110 ,105 ,70 ,10 ,30 ,45 ,TRUE
,3320,110 ,105 ,76 ,0 ,30 ,42 ,TRUE
,3321,110 ,105 ,76 ,5 ,30 ,42 ,TRUE
,3322,110 ,105 ,76 ,10 ,30 ,41 ,TRUE
,3323,110 ,105 ,83 ,0 ,31 ,40 ,TRUE
,3324,110 ,105 ,83 ,5 ,32 ,42 ,TRUE
,3325,110 ,105 ,83 ,10 ,32 ,48 ,TRUE
,3326,110 ,105 ,90 ,0 ,32 ,49 ,TRUE
,3327,110 ,105 ,90 ,5 ,32 ,45 ,TRUE
,3328,110 ,105 ,90 ,10 ,33 ,53 ,TRUE
,3329,110 ,110 ,30 ,0 ,28 ,34 ,TRUE
,3330,110 ,110 ,30 ,5 ,27 ,32 ,TRUE
,3331,110 ,110 ,30 ,10 ,29 ,35 ,TRUE
,3332,110 ,110 ,36 ,0 ,28 ,40 ,TRUE
,3333,110 ,110 ,36 ,5 ,28 ,40 ,TRUE
,3334,110 ,110 ,36 ,10 ,28 ,38 ,TRUE
,3335,110 ,110 ,43 ,0 ,29 ,37 ,TRUE
,3336,110 ,110 ,43 ,5 ,29 ,40 ,TRUE
,3337,110 ,110 ,43 ,10 ,29 ,37 ,TRUE
,3338,110 ,110 ,50 ,0 ,29 ,37 ,TRUE
,3339,110 ,110 ,50 ,5 ,29 ,38 ,TRUE
,3340,110 ,110 ,50 ,10 ,29 ,40 ,TRUE
,3341,110 ,110 ,56 ,0 ,28 ,34 ,TRUE
,3342,110 ,110 ,56 ,5 ,29 ,37 ,TRUE
,3343,110 ,110 ,56 ,10 ,28 ,34 ,TRUE
,3344,110 ,110 ,60 ,0 ,29 ,42 ,TRUE
,3345,110 ,110 ,60 ,5 ,29 ,41 ,TRUE
,3346,110 ,110 ,60 ,10 ,29 ,43 ,TRUE
,3347,110 ,110 ,60 ,15 ,29 ,40 ,TRUE
,3348,110 ,110 ,60 ,20 ,30 ,50 ,TRUE
,3349,110 ,110 ,63 ,0 ,28 ,34 ,TRUE
,3350,110 ,110 ,63 ,5 ,29 ,39 ,TRUE
,3351,110 ,110 ,63 ,10 ,29 ,39 ,TRUE
,3352,110 ,110 ,65 ,0 ,28 ,34 ,TRUE
,3353,110 ,110 ,65 ,5 ,29 ,39 ,TRUE
,3354,110 ,110 ,65 ,10 ,29 ,40 ,TRUE
,3355,110 ,110 ,65 ,15 ,30 ,41 ,TRUE
,3356,110 ,110 ,65 ,20 ,30 ,40 ,TRUE
,3357,110 ,110 ,70 ,0 ,29 ,39 ,TRUE
,3358,110 ,110 ,70 ,5 ,29 ,38 ,TRUE
,3359,110 ,110 ,70 ,10 ,30 ,45 ,TRUE
,3360,110 ,110 ,70 ,15 ,30 ,38 ,TRUE
,3361,110 ,110 ,70 ,20 ,30 ,41 ,TRUE
,3362,110 ,110 ,75 ,0 ,30 ,40 ,TRUE
,3363,110 ,110 ,75 ,5 ,31 ,45 ,TRUE
,3364,110 ,110 ,75 ,10 ,30 ,40 ,TRUE
,3365,110 ,110 ,75 ,15 ,29 ,44 ,TRUE
,3366,110 ,110 ,75 ,20 ,29 ,38 ,TRUE
,3367,110 ,110 ,76 ,0 ,30 ,42 ,TRUE
,3368,110 ,110 ,76 ,5 ,30 ,42 ,TRUE
,3369,110 ,110 ,76 ,10 ,30 ,41 ,TRUE
,3370,110 ,110 ,80 ,0 ,30 ,39 ,TRUE
,3371,110 ,110 ,80 ,5 ,30 ,41 ,TRUE
,3372,110 ,110 ,80 ,10 ,32 ,45 ,TRUE
,3373,110 ,110 ,80 ,15 ,31 ,43 ,TRUE
,3374,110 ,110 ,80 ,20 ,31 ,39 ,TRUE
,3375,110 ,110 ,83 ,0 ,31 ,40 ,TRUE
,3376,110 ,110 ,83 ,5 ,32 ,42 ,TRUE
,3377,110 ,110 ,83 ,10 ,32 ,48 ,TRUE
,3378,110 ,110 ,90 ,0 ,32 ,49 ,TRUE
,3379,110 ,110 ,90 ,5 ,32 ,45 ,TRUE
,3380,110 ,110 ,90 ,10 ,33 ,53 ,TRUE
,3381,115 ,60 ,30 ,0 ,26 ,31 ,TRUE
,3382,115 ,60 ,30 ,1 ,26 ,29 ,TRUE
,3383,115 ,60 ,30 ,2 ,26 ,29 ,TRUE
,3384,115 ,60 ,30 ,4 ,26 ,31 ,TRUE
,3385,115 ,60 ,30 ,5 ,26 ,31 ,TRUE
,3386,115 ,60 ,30 ,7 ,26 ,28 ,TRUE
,3387,115 ,60 ,30 ,8 ,26 ,30 ,TRUE
,3388,115 ,60 ,30 ,10 ,26 ,33 ,TRUE
,3389,115 ,60 ,37 ,0 ,25 ,30 ,TRUE
,3390,115 ,60 ,37 ,1 ,26 ,33 ,TRUE
,3391,115 ,60 ,37 ,2 ,26 ,32 ,TRUE
,3392,115 ,60 ,37 ,4 ,25 ,32 ,TRUE
,3393,115 ,60 ,37 ,5 ,26 ,32 ,TRUE
,3394,115 ,60 ,37 ,7 ,26 ,32 ,TRUE
,3395,115 ,60 ,37 ,8 ,26 ,30 ,TRUE
,3396,115 ,60 ,37 ,10 ,26 ,29 ,TRUE
,3397,115 ,60 ,44 ,0 ,25 ,30 ,TRUE
,3398,115 ,60 ,44 ,1 ,25 ,29 ,TRUE
,3399,115 ,60 ,44 ,2 ,26 ,30 ,TRUE
,3400,115 ,60 ,44 ,4 ,25 ,30 ,TRUE
,3401,115 ,60 ,44 ,5 ,25 ,29 ,TRUE
,3402,115 ,60 ,44 ,7 ,25 ,29 ,TRUE
,3403,115 ,60 ,44 ,8 ,26 ,31 ,TRUE
,3404,115 ,60 ,44 ,10 ,25 ,31 ,TRUE
,3405,115 ,60 ,51 ,0 ,25 ,30 ,TRUE
,3406,115 ,60 ,51 ,1 ,25 ,29 ,TRUE
,3407,115 ,60 ,51 ,2 ,25 ,27 ,TRUE
,3408,115 ,60 ,51 ,4 ,25 ,31 ,TRUE
,3409,115 ,60 ,51 ,5 ,26 ,30 ,TRUE
,3410,115 ,60 ,51 ,7 ,25 ,29 ,TRUE
,3411,115 ,60 ,51 ,8 ,26 ,29 ,TRUE
,3412,115 ,60 ,51 ,10 ,26 ,30 ,TRUE
,3413,115 ,60 ,58 ,0 ,25 ,31 ,TRUE
,3414,115 ,60 ,58 ,1 ,25 ,29 ,TRUE
,3415,115 ,60 ,58 ,2 ,25 ,31 ,TRUE
,3416,115 ,60 ,58 ,4 ,25 ,27 ,TRUE
,3417,115 ,60 ,58 ,5 ,25 ,29 ,TRUE
,3418,115 ,60 ,58 ,7 ,26 ,28 ,TRUE
,3419,115 ,60 ,58 ,8 ,26 ,30 ,TRUE
,3420,115 ,60 ,58 ,10 ,25 ,29 ,TRUE
,3421,115 ,60 ,65 ,0 ,25 ,29 ,TRUE
,3422,115 ,60 ,65 ,1 ,26 ,29 ,TRUE
,3423,115 ,60 ,65 ,2 ,25 ,30 ,TRUE
,3424,115 ,60 ,65 ,4 ,26 ,32 ,TRUE
,3425,115 ,60 ,65 ,5 ,25 ,29 ,TRUE
,3426,115 ,60 ,65 ,7 ,26 ,31 ,TRUE
,3427,115 ,60 ,65 ,8 ,26 ,31 ,TRUE
,3428,115 ,60 ,65 ,10 ,25 ,28 ,TRUE
,3429,115 ,60 ,72 ,0 ,26 ,30 ,TRUE
,3430,115 ,60 ,72 ,1 ,26 ,29 ,TRUE
,3431,115 ,60 ,72 ,2 ,25 ,30 ,TRUE
,3432,115 ,60 ,72 ,4 ,25 ,28 ,TRUE
,3433,115 ,60 ,72 ,5 ,25 ,30 ,TRUE
,3434,115 ,60 ,72 ,7 ,25 ,30 ,TRUE
,3435,115 ,60 ,72 ,8 ,26 ,30 ,TRUE
,3436,115 ,60 ,72 ,10 ,25 ,28 ,TRUE
,3437,115 ,60 ,80 ,0 ,26 ,32 ,TRUE
,3438,115 ,60 ,80 ,1 ,26 ,32 ,TRUE
,3439,115 ,60 ,80 ,2 ,26 ,32 ,TRUE
,3440,115 ,60 ,80 ,4 ,26 ,31 ,TRUE
,3441,115 ,60 ,80 ,5 ,25 ,29 ,TRUE
,3442,115 ,60 ,80 ,7 ,26 ,33 ,TRUE
,3443,115 ,60 ,80 ,8 ,26 ,30 ,TRUE
,3444,115 ,60 ,80 ,10 ,26 ,33 ,TRUE
,3445,115 ,65 ,30 ,0 ,26 ,31 ,TRUE
,3446,115 ,65 ,30 ,1 ,25 ,35 ,TRUE
,3447,115 ,65 ,30 ,2 ,26 ,32 ,TRUE
,3448,115 ,65 ,30 ,4 ,25 ,29 ,TRUE
,3449,115 ,65 ,30 ,5 ,26 ,31 ,TRUE
,3450,115 ,65 ,30 ,7 ,27 ,32 ,TRUE
,3451,115 ,65 ,30 ,8 ,26 ,30 ,TRUE
,3452,115 ,65 ,30 ,10 ,26 ,31 ,TRUE
,3453,115 ,65 ,36 ,0 ,25 ,29 ,TRUE
,3454,115 ,65 ,36 ,5 ,26 ,30 ,TRUE
,3455,115 ,65 ,36 ,10 ,26 ,32 ,TRUE
,3456,115 ,65 ,37 ,0 ,26 ,30 ,TRUE
,3457,115 ,65 ,37 ,1 ,25 ,28 ,TRUE
,3458,115 ,65 ,37 ,2 ,25 ,29 ,TRUE
,3459,115 ,65 ,37 ,4 ,26 ,31 ,TRUE
,3460,115 ,65 ,37 ,5 ,26 ,31 ,TRUE
,3461,115 ,65 ,37 ,7 ,26 ,31 ,TRUE
,3462,115 ,65 ,37 ,8 ,25 ,28 ,TRUE
,3463,115 ,65 ,37 ,10 ,26 ,30 ,TRUE
,3464,115 ,65 ,43 ,0 ,25 ,33 ,TRUE
,3465,115 ,65 ,43 ,5 ,26 ,33 ,TRUE
,3466,115 ,65 ,43 ,10 ,25 ,31 ,TRUE
,3467,115 ,65 ,44 ,0 ,26 ,29 ,TRUE
,3468,115 ,65 ,44 ,1 ,25 ,28 ,TRUE
,3469,115 ,65 ,44 ,2 ,26 ,29 ,TRUE
,3470,115 ,65 ,44 ,4 ,25 ,31 ,TRUE
,3471,115 ,65 ,44 ,5 ,26 ,32 ,TRUE
,3472,115 ,65 ,44 ,7 ,26 ,31 ,TRUE
,3473,115 ,65 ,44 ,8 ,25 ,32 ,TRUE
,3474,115 ,65 ,44 ,10 ,25 ,29 ,TRUE
,3475,115 ,65 ,50 ,0 ,25 ,28 ,TRUE
,3476,115 ,65 ,50 ,5 ,25 ,31 ,TRUE
,3477,115 ,65 ,50 ,10 ,25 ,32 ,TRUE
,3478,115 ,65 ,51 ,0 ,25 ,32 ,TRUE
,3479,115 ,65 ,51 ,1 ,25 ,30 ,TRUE
,3480,115 ,65 ,51 ,2 ,25 ,29 ,TRUE
,3481,115 ,65 ,51 ,4 ,26 ,33 ,TRUE
,3482,115 ,65 ,51 ,5 ,25 ,28 ,TRUE
,3483,115 ,65 ,51 ,7 ,25 ,30 ,TRUE
,3484,115 ,65 ,51 ,8 ,25 ,29 ,TRUE
,3485,115 ,65 ,51 ,10 ,25 ,30 ,TRUE
,3486,115 ,65 ,56 ,0 ,26 ,30 ,TRUE
,3487,115 ,65 ,56 ,5 ,25 ,32 ,TRUE
,3488,115 ,65 ,56 ,10 ,25 ,29 ,TRUE
,3489,115 ,65 ,58 ,0 ,25 ,30 ,TRUE
,3490,115 ,65 ,58 ,1 ,26 ,32 ,TRUE
,3491,115 ,65 ,58 ,2 ,25 ,28 ,TRUE
,3492,115 ,65 ,58 ,4 ,25 ,29 ,TRUE
,3493,115 ,65 ,58 ,5 ,25 ,30 ,TRUE
,3494,115 ,65 ,58 ,7 ,25 ,28 ,TRUE
,3495,115 ,65 ,58 ,8 ,25 ,29 ,TRUE
,3496,115 ,65 ,58 ,10 ,25 ,29 ,TRUE
,3497,115 ,65 ,63 ,0 ,25 ,29 ,TRUE
,3498,115 ,65 ,63 ,5 ,25 ,30 ,TRUE
,3499,115 ,65 ,63 ,10 ,25 ,30 ,TRUE
,3500,115 ,65 ,65 ,0 ,24 ,29 ,TRUE
,3501,115 ,65 ,65 ,1 ,25 ,28 ,TRUE
,3502,115 ,65 ,65 ,2 ,25 ,32 ,TRUE
,3503,115 ,65 ,65 ,4 ,25 ,29 ,TRUE
,3504,115 ,65 ,65 ,5 ,25 ,31 ,TRUE
,3505,115 ,65 ,65 ,7 ,25 ,30 ,TRUE
,3506,115 ,65 ,65 ,8 ,25 ,33 ,TRUE
,3507,115 ,65 ,65 ,10 ,25 ,34 ,TRUE
,3508,115 ,65 ,70 ,0 ,25 ,33 ,TRUE
,3509,115 ,65 ,70 ,5 ,25 ,29 ,TRUE
,3510,115 ,65 ,70 ,10 ,25 ,28 ,TRUE
,3511,115 ,65 ,72 ,0 ,25 ,35 ,TRUE
,3512,115 ,65 ,72 ,1 ,25 ,29 ,TRUE
,3513,115 ,65 ,72 ,2 ,26 ,31 ,TRUE
,3514,115 ,65 ,72 ,4 ,25 ,29 ,TRUE
,3515,115 ,65 ,72 ,5 ,26 ,31 ,TRUE
,3516,115 ,65 ,72 ,7 ,26 ,32 ,TRUE
,3517,115 ,65 ,72 ,8 ,25 ,30 ,TRUE
,3518,115 ,65 ,72 ,10 ,26 ,32 ,TRUE
,3519,115 ,65 ,76 ,0 ,25 ,28 ,TRUE
,3520,115 ,65 ,76 ,5 ,26 ,34 ,TRUE
,3521,115 ,65 ,76 ,10 ,26 ,31 ,TRUE
,3522,115 ,65 ,80 ,0 ,25 ,30 ,TRUE
,3523,115 ,65 ,80 ,1 ,26 ,33 ,TRUE
,3524,115 ,65 ,80 ,2 ,26 ,33 ,TRUE
,3525,115 ,65 ,80 ,4 ,26 ,29 ,TRUE
,3526,115 ,65 ,80 ,5 ,26 ,31 ,TRUE
,3527,115 ,65 ,80 ,7 ,26 ,31 ,TRUE
,3528,115 ,65 ,80 ,8 ,26 ,31 ,TRUE
,3529,115 ,65 ,80 ,10 ,26 ,30 ,TRUE
,3530,115 ,65 ,83 ,0 ,25 ,32 ,TRUE
,3531,115 ,65 ,83 ,5 ,26 ,29 ,TRUE
,3532,115 ,65 ,83 ,10 ,26 ,33 ,TRUE
,3533,115 ,65 ,90 ,0 ,26 ,32 ,TRUE
,3534,115 ,65 ,90 ,5 ,26 ,31 ,TRUE
,3535,115 ,65 ,90 ,10 ,26 ,32 ,TRUE
,3536,115 ,70 ,30 ,0 ,25 ,29 ,TRUE
,3537,115 ,70 ,30 ,5 ,25 ,29 ,TRUE
,3538,115 ,70 ,30 ,10 ,26 ,31 ,TRUE
,3539,115 ,70 ,36 ,0 ,26 ,31 ,TRUE
,3540,115 ,70 ,36 ,5 ,25 ,32 ,TRUE
,3541,115 ,70 ,36 ,10 ,25 ,29 ,TRUE
,3542,115 ,70 ,43 ,0 ,25 ,30 ,TRUE
,3543,115 ,70 ,43 ,5 ,25 ,31 ,TRUE
,3544,115 ,70 ,43 ,10 ,25 ,29 ,TRUE
,3545,115 ,70 ,50 ,0 ,25 ,31 ,TRUE
,3546,115 ,70 ,50 ,5 ,26 ,31 ,TRUE
,3547,115 ,70 ,50 ,10 ,25 ,30 ,TRUE
,3548,115 ,70 ,56 ,0 ,25 ,31 ,TRUE
,3549,115 ,70 ,56 ,5 ,25 ,29 ,TRUE
,3550,115 ,70 ,56 ,10 ,25 ,29 ,TRUE
,3551,115 ,70 ,63 ,0 ,25 ,28 ,TRUE
,3552,115 ,70 ,63 ,5 ,25 ,28 ,TRUE
,3553,115 ,70 ,63 ,10 ,25 ,29 ,TRUE
,3554,115 ,70 ,70 ,0 ,25 ,29 ,TRUE
,3555,115 ,70 ,70 ,5 ,24 ,29 ,TRUE
,3556,115 ,70 ,70 ,10 ,25 ,31 ,TRUE
,3557,115 ,70 ,76 ,0 ,25 ,30 ,TRUE
,3558,115 ,70 ,76 ,5 ,25 ,32 ,TRUE
,3559,115 ,70 ,76 ,10 ,25 ,31 ,TRUE
,3560,115 ,70 ,83 ,0 ,26 ,35 ,TRUE
,3561,115 ,70 ,83 ,5 ,26 ,32 ,TRUE
,3562,115 ,70 ,83 ,10 ,26 ,30 ,TRUE
,3563,115 ,70 ,90 ,0 ,27 ,32 ,TRUE
,3564,115 ,70 ,90 ,5 ,26 ,30 ,TRUE
,3565,115 ,70 ,90 ,10 ,26 ,31 ,TRUE
,3566,115 ,71 ,30 ,0 ,26 ,28 ,TRUE
,3567,115 ,71 ,30 ,1 ,26 ,32 ,TRUE
,3568,115 ,71 ,30 ,2 ,27 ,32 ,TRUE
,3569,115 ,71 ,30 ,4 ,26 ,29 ,TRUE
,3570,115 ,71 ,30 ,5 ,26 ,29 ,TRUE
,3571,115 ,71 ,30 ,7 ,26 ,30 ,TRUE
,3572,115 ,71 ,30 ,8 ,26 ,33 ,TRUE
,3573,115 ,71 ,30 ,10 ,26 ,29 ,TRUE
,3574,115 ,71 ,37 ,0 ,25 ,29 ,TRUE
,3575,115 ,71 ,37 ,1 ,25 ,28 ,TRUE
,3576,115 ,71 ,37 ,2 ,26 ,31 ,TRUE
,3577,115 ,71 ,37 ,4 ,26 ,29 ,TRUE
,3578,115 ,71 ,37 ,5 ,25 ,29 ,TRUE
,3579,115 ,71 ,37 ,7 ,26 ,30 ,TRUE
,3580,115 ,71 ,37 ,8 ,25 ,32 ,TRUE
,3581,115 ,71 ,37 ,10 ,26 ,32 ,TRUE
,3582,115 ,71 ,44 ,0 ,25 ,33 ,TRUE
,3583,115 ,71 ,44 ,1 ,25 ,29 ,TRUE
,3584,115 ,71 ,44 ,2 ,25 ,31 ,TRUE
,3585,115 ,71 ,44 ,4 ,26 ,30 ,TRUE
,3586,115 ,71 ,44 ,5 ,26 ,30 ,TRUE
,3587,115 ,71 ,44 ,7 ,25 ,30 ,TRUE
,3588,115 ,71 ,44 ,8 ,25 ,31 ,TRUE
,3589,115 ,71 ,44 ,10 ,25 ,32 ,TRUE
,3590,115 ,71 ,51 ,0 ,25 ,32 ,TRUE
,3591,115 ,71 ,51 ,1 ,25 ,29 ,TRUE
,3592,115 ,71 ,51 ,2 ,25 ,29 ,TRUE
,3593,115 ,71 ,51 ,4 ,25 ,28 ,TRUE
